tyd    u    v    psl
01Z30JAN2015    -0.0186462    -3.73389    1010.81
02Z30JAN2015    -0.4848    -3.05797    1011.02
03Z30JAN2015    -0.461492    -2.94143    1009.07
04Z30JAN2015    -0.251723    -2.87617    1011.14
05Z30JAN2015    -0.7878    -2.10235    1013.3
06Z30JAN2015    -0.191123    -3.41225    1009.98
07Z30JAN2015    0.400892    -4.50305    1010.42
08Z30JAN2015    1.6362    -4.71282    1005.57
09Z30JAN2015    2.18626    -3.03932    1001.65
10Z30JAN2015    4.25132    -3.81314    1011.05
11Z30JAN2015    3.05797    -3.48683    1019.29
12Z30JAN2015    5.97143    -6.54946    1023.97
13Z30JAN2015    7.96191    -4.9086    1024.43
14Z30JAN2015    6.1206    -4.31658    1021.87
15Z30JAN2015    4.02291    -3.15586    1011.87
16Z30JAN2015    2.02311    -2.85752    1008.62
17Z30JAN2015    -0.340292    -2.95542    1004.43
18Z30JAN2015    -1.05817    -3.60337    997.296
19Z30JAN2015    2.1816    -3.02068    988.091
20Z30JAN2015    0.0139846    -1.23065    994.698
21Z30JAN2015    -0.456831    -2.29348    1005.71
22Z30JAN2015    -1.07215    -2.23288    1012.45
23Z30JAN2015    -1.22132    -1.61289    1010.81
00Z31JAN2015    -0.885692    -0.550062    1009.58
01Z31JAN2015    0.130523    0.279692    1009.79
02Z31JAN2015    0.2424    0.452169    1014.77
03Z31JAN2015    -0.867046    -0.792462    1021.07
04Z31JAN2015    -0.461492    -0.195785    1022.38
05Z31JAN2015    -0.265708    -0.568708    1018.27
06Z31JAN2015    1.25862    2.0604    1017.2
07Z31JAN2015    0.741185    5.23491    1015.45
08Z31JAN2015    2.01845    6.18586    1014.12
09Z31JAN2015    1.73409    7.26734    1012.85
10Z31JAN2015    2.29814    7.50042    1011.85
11Z31JAN2015    2.25618    7.73349    1012.25
12Z31JAN2015    2.22355    8.43738    1017.14
13Z31JAN2015    2.4846    7.71485    1019.7
14Z31JAN2015    2.29348    7.36057    1017.45
15Z31JAN2015    2.32611    8.1204    1012.93
16Z31JAN2015    2.14431    8.75437    1010.08
17Z31JAN2015    2.25618    9.68668    1005.77
18Z31JAN2015    1.7574    9.21586    1008.05
19Z31JAN2015    0.466154    10.7542    1014.21
20Z31JAN2015    0.205108    10.3626    1018.33
21Z31JAN2015    1.78071    11.5466    1017.71
22Z31JAN2015    0.312323    8.63317    1016.52
23Z31JAN2015    -0.498785    8.89422    1016.63
00Z01FEB2015    -0.303    10.2321    1017.28
01Z01FEB2015    1.14208    8.89422    1016.19
02Z01FEB2015    -0.0606    8.22295    1016.37
03Z01FEB2015    -1.1514    3.78983    1014.48
04Z01FEB2015    -0.629308    3.92035    1012.79
05Z01FEB2015    -0.289015    1.24463    1011.47
06Z01FEB2015    0.470815    1.74342    1008.65
07Z01FEB2015    0.382246    6.80585    1002.39
08Z01FEB2015    0.792462    7.62162    1000.05
09Z01FEB2015    2.72234    6.65668    1001.37
10Z01FEB2015    2.03709    7.69154    1005.87
11Z01FEB2015    2.3634    8.3628    1009.52
12Z01FEB2015    2.75497    8.03183    1008.24
13Z01FEB2015    2.32145    8.04582    1004.11
14Z01FEB2015    2.44731    8.10175    1002.04
15Z01FEB2015    2.49392    7.25335    1000.23
16Z01FEB2015    2.6664    7.02494    998.521
17Z01FEB2015    3.11391    6.39563    998.421
18Z01FEB2015    3.71525    4.41914    999.876
19Z01FEB2015    2.93677    5.82226    1001.76
20Z01FEB2015    2.93211    3.82712    1001.68
21Z01FEB2015    1.95318    5.47265    1004.16
22Z01FEB2015    -0.293677    4.15343    1007.17
23Z01FEB2015    -0.261046    1.45906    1006.15
00Z02FEB2015    -0.699231    -0.0186462    1006.56
01Z02FEB2015    -0.801785    -0.582692    1007.1
02Z02FEB2015    -0.186462    -1.04885    1005.52
03Z02FEB2015    -0.4848    -0.205108    1004.13
04Z02FEB2015    -0.615323    -0.284354    1001.21
05Z02FEB2015    0.0745846    -0.144508    999.018
06Z02FEB2015    0.386908    -0.0139846    996.979
07Z02FEB2015    0.843738    0.736523    997.644
08Z02FEB2015    1.92055    3.25842    1000.47
09Z02FEB2015    1.4544    4.19072    1002.33
10Z02FEB2015    2.02311    4.47508    1004.52
11Z02FEB2015    2.44731    4.88529    1005.96
12Z02FEB2015    2.53588    5.50994    1006.89
13Z02FEB2015    2.28415    6.08797    1007.48
14Z02FEB2015    2.20957    6.88975    1006.15
15Z02FEB2015    2.26551    7.18809    1004.28
16Z02FEB2015    2.26551    7.18343    1003.2
17Z02FEB2015    2.03709    7.06223    1003.65
18Z02FEB2015    2.3634    7.06223    1003.56
19Z02FEB2015    2.74565    7.05757    1002.59
20Z02FEB2015    2.36806    6.69397    1002.24
21Z02FEB2015    2.0604    6.88975    1001.72
22Z02FEB2015    2.25152    6.55412    1001.63
23Z02FEB2015    1.85063    5.78963    1003.13
00Z03FEB2015    2.02777    5.86888    1003.57
01Z31JAN2015    -0.978923    -7.84071    1013.34
02Z31JAN2015    -1.50568    -6.69397    1013.1
03Z31JAN2015    -0.685246    -5.78497    1013.96
04Z31JAN2015    -4.10215    -5.08574    1011.06
05Z31JAN2015    2.55918    -1.92522    1017.44
06Z31JAN2015    -0.466154    -0.946292    1013.9
07Z31JAN2015    1.49635    0.219092    1011.69
08Z31JAN2015    1.10012    1.91123    1013.22
09Z31JAN2015    1.22132    6.35368    1019.62
10Z31JAN2015    2.46129    6.93171    1025.81
11Z31JAN2015    1.49635    6.10662    1027.93
12Z31JAN2015    2.93211    6.59608    1029.24
13Z31JAN2015    2.44731    6.969    1025.84
14Z31JAN2015    1.52898    7.63094    1023.59
15Z31JAN2015    1.35651    7.81274    1020.16
16Z31JAN2015    1.50102    8.94083    1015.49
17Z31JAN2015    1.52432    8.94549    1012.9
18Z31JAN2015    0.815769    8.9082    1007.04
19Z31JAN2015    0.797123    7.23005    1002.13
20Z31JAN2015    0.764492    10.1575    1000.94
21Z31JAN2015    0.839077    7.9992    1005.87
22Z31JAN2015    -2.05574    6.21849    1009.6
23Z31JAN2015    -1.41245    2.17228    1010.91
00Z01FEB2015    -1.17471    -1.54763    1011.72
01Z01FEB2015    -0.307662    -1.2726    1015.78
02Z01FEB2015    0.629308    0.265708    1018.3
03Z01FEB2015    -0.498785    -1.20734    1020.93
04Z01FEB2015    0.0466154    0.578031    1022.31
05Z01FEB2015    0.177138    0.303    1021.58
06Z01FEB2015    0.1212    1.58492    1021.09
07Z01FEB2015    -0.7272    2.45663    1021.51
08Z01FEB2015    -1.58492    5.23491    1021.51
09Z01FEB2015    -1.32388    6.26977    1018.26
10Z01FEB2015    -2.34009    8.00852    1015.59
11Z01FEB2015    -2.68505    8.484    1013.24
12Z01FEB2015    -0.452169    8.41874    1012.7
13Z01FEB2015    1.92055    7.48177    1011.93
14Z01FEB2015    3.17917    6.59608    1011.67
15Z01FEB2015    2.38205    6.08331    1008.75
16Z01FEB2015    0.834415    7.84071    1006.84
17Z01FEB2015    -0.773815    9.11797    1006.38
18Z01FEB2015    -1.3938    10.2228    1007.53
19Z01FEB2015    -4.242    11.4814    1008.97
20Z01FEB2015    -4.46109    11.7657    1012.38
21Z01FEB2015    -3.68262    8.31152    1012.88
22Z01FEB2015    -2.15829    4.69417    1013.01
