tyd    u    v    psl
01Z30JAN2015    9.18789    -0.0139846    1009.17
02Z30JAN2015    -0.0885692    -0.0932308    1009.83
03Z30JAN2015    0.876369    -0.307662    1007.79
04Z30JAN2015    2.63843    -2.35408    1009.21
05Z30JAN2015    2.92278    -3.02068    1011.88
06Z30JAN2015    4.46109    -2.22822    1008.03
07Z30JAN2015    1.51966    -1.68282    1009.12
08Z30JAN2015    2.2422    -1.65485    1004.08
09Z30JAN2015    6.63337    -2.05108    1000.52
10Z30JAN2015    7.12749    -0.256385    1009.43
11Z30JAN2015    7.31862    -3.83645    1017.63
12Z30JAN2015    8.37678    -2.97872    1023
13Z30JAN2015    7.41185    -1.95785    1023.71
14Z30JAN2015    7.11351    -2.03243    1020.58
15Z30JAN2015    -0.447508    -0.946292    1010.62
16Z30JAN2015    5.14634    -1.20734    1007.25
17Z30JAN2015    7.43049    2.47528    1003.06
18Z30JAN2015    7.79875    2.424    995.345
19Z30JAN2015    5.79429    1.18403    987.196
20Z30JAN2015    2.35874    -1.80402    994.077
21Z30JAN2015    -0.988246    -0.913662    1004.94
22Z30JAN2015    -0.745846    -0.219092    1011.37
23Z30JAN2015    1.89725    0.270369    1010.01
00Z31JAN2015    2.05108    -0.974262    1008.54
01Z31JAN2015    1.31455    1.31922    1008.57
02Z31JAN2015    5.43535    -2.99737    1013.57
03Z31JAN2015    2.34942    -4.40515    1020.01
04Z31JAN2015    0.806446    -3.30969    1021.59
05Z31JAN2015    0.428862    -0.0279692    1018.29
06Z31JAN2015    0.820431    1.92522    1016.68
07Z31JAN2015    -0.0326308    1.95318    1015.6
08Z31JAN2015    -1.40312    2.08837    1014.97
09Z31JAN2015    -0.172477    2.67572    1012.86
10Z31JAN2015    -0.163154    3.59405    1011.95
11Z31JAN2015    0.1818    3.49615    1012.35
12Z31JAN2015    -0.135185    3.83178    1017.55
13Z31JAN2015    -0.661938    2.76895    1020.08
14Z31JAN2015    -0.400892    2.46595    1017.61
15Z31JAN2015    -0.629308    3.86442    1012.97
16Z31JAN2015    -1.73875    4.01358    1011.14
17Z31JAN2015    -1.65485    3.93434    1007.31
18Z31JAN2015    -0.997569    2.11634    1009.99
19Z31JAN2015    -1.47305    1.83198    1016.31
20Z31JAN2015    -1.35651    1.78537    1020.37
21Z31JAN2015    -0.694569    0.890354    1019.83
22Z31JAN2015    -1.58958    1.81334    1018.66
23Z31JAN2015    -0.335631    0.400892    1018.76
00Z01FEB2015    -0.769154    -0.512769    1019.51
01Z01FEB2015    -1.61755    -1.05817    1018.41
02Z01FEB2015    -2.17228    -1.85529    1018.98
03Z01FEB2015    -1.38914    -0.736523    1016.55
04Z01FEB2015    -0.797123    -0.386908    1014.49
05Z01FEB2015    -0.680585    -0.694569    1013.4
06Z01FEB2015    -1.07215    0.195785    1010.75
07Z01FEB2015    -2.71302    1.68282    1005.07
08Z01FEB2015    -4.25598    3.05797    1002.17
09Z01FEB2015    -3.37962    4.33523    1003.18
10Z01FEB2015    -3.44954    5.18363    1007.68
11Z01FEB2015    -3.57074    5.25822    1010.99
12Z01FEB2015    -4.04622    5.64046    1009.66
13Z01FEB2015    -3.67329    6.08797    1005.53
14Z01FEB2015    -3.05797    5.84557    1003.42
15Z01FEB2015    -2.89482    5.42137    1001.91
16Z01FEB2015    -3.00203    4.80138    1000.39
17Z01FEB2015    -1.78071    4.29328    1000.38
18Z01FEB2015    -0.489462    1.99048    1001.68
19Z01FEB2015    -0.680585    0.475477    1002.98
20Z01FEB2015    -1.99048    -0.988246    1004.85
21Z01FEB2015    -1.58958    -1.75274    1006.82
22Z01FEB2015    -2.39137    -2.37272    1008.99
23Z01FEB2015    -2.11168    -2.22355    1008.75
00Z02FEB2015    -2.74565    -2.47528    1009.04
01Z02FEB2015    -2.22355    -2.53588    1008.72
02Z02FEB2015    -1.58026    -2.46595    1007.47
03Z02FEB2015    -2.13965    -2.11634    1004.36
04Z02FEB2015    -1.0908    -0.382246    1002.29
05Z02FEB2015    0.186462    -0.2424    999.161
06Z02FEB2015    -0.988246    -0.0233077    997.427
07Z02FEB2015    -1.30989    0.741185    998.316
08Z02FEB2015    -1.04418    0.955615    1001.18
09Z02FEB2015    -0.382246    1.01622    1002.72
