tyd    u    v    psl
01Z30JAN2015    1.38914    -6.5448    1010.7
02Z30JAN2015    1.90191    -8.12506    1010.5
03Z30JAN2015    2.13965    -8.73572    1008.49
04Z30JAN2015    2.74565    -8.11108    1010.57
05Z30JAN2015    2.53588    -8.25558    1012.91
06Z30JAN2015    0.862385    -6.73126    1009.73
07Z30JAN2015    1.92988    -6.4236    1010.34
08Z30JAN2015    1.62222    -6.45623    1005.41
09Z30JAN2015    1.70146    -6.15789    1001.85
10Z30JAN2015    3.28638    -6.84314    1011.16
11Z30JAN2015    4.18606    -10.1715    1019.3
12Z30JAN2015    4.49372    -9.37435    1024.53
13Z30JAN2015    5.82692    -8.53062    1024.48
14Z30JAN2015    7.01095    -7.98988    1021.48
15Z30JAN2015    5.75234    -5.54723    1011.72
16Z30JAN2015    2.71302    -7.13682    1007.99
17Z30JAN2015    2.77362    -6.26977    1004.26
18Z30JAN2015    0.582692    -4.23734    996.867
19Z30JAN2015    0.913662    -3.61269    987.712
20Z30JAN2015    0.978923    -6.16722    994.717
21Z30JAN2015    1.05351    -1.34718    1005.34
22Z30JAN2015    1.25862    -4.56831    1012.37
23Z30JAN2015    0.890354    -3.98095    1010.75
00Z31JAN2015    1.3332    -1.74342    1009.3
01Z31JAN2015    1.34718    -4.35388    1009.5
02Z31JAN2015    -0.2424    -1.96717    1015.13
03Z31JAN2015    -0.0699231    2.42866    1021.55
04Z31JAN2015    -1.91589    -0.992908    1021.87
05Z31JAN2015    -0.689908    -0.783138    1018.34
06Z31JAN2015    -0.461492    2.3634    1016.86
07Z31JAN2015    -1.03486    3.54277    1015.49
08Z31JAN2015    -0.1818    5.04378    1014.74
09Z31JAN2015    -1.63154    7.3932    1013.52
10Z31JAN2015    -0.6666    7.82206    1011.95
11Z31JAN2015    -0.531415    8.26957    1012.66
12Z31JAN2015    -0.797123    8.50265    1017.91
13Z31JAN2015    -1.05351    7.52838    1020.24
14Z31JAN2015    -0.755169    8.02251    1017.68
15Z31JAN2015    -0.289015    9.00609    1012.7
16Z31JAN2015    -0.936969    9.20654    1010.17
17Z31JAN2015    -0.722538    8.51663    1006.3
18Z31JAN2015    -0.293677    8.52595    1008.73
19Z31JAN2015    -0.316985    9.78457    1014.89
20Z31JAN2015    -0.270369    10.2274    1019.21
21Z31JAN2015    0.466154    9.98035    1018.31
22Z31JAN2015    -0.997569    10.6423    1017.18
23Z31JAN2015    -2.02777    11.7005    1017.12
00Z01FEB2015    -2.39603    11.859    1018.34
