tyd    u    v    psl
01Z30JAN2015    1.12809    -6.06466    1010.75
02Z30JAN2015    1.818    -7.67755    1010.55
03Z30JAN2015    1.76672    -8.19965    1008.5
04Z30JAN2015    2.44731    -7.80342    1010.52
05Z30JAN2015    2.24686    -7.95258    1013.1
06Z30JAN2015    2.45197    -7.6356    1009.63
07Z30JAN2015    2.32145    -6.62405    1010.55
08Z30JAN2015    2.43332    -6.38631    1005.49
09Z30JAN2015    2.48926    -6.20451    1001.95
10Z30JAN2015    3.34698    -6.37698    1011.27
11Z30JAN2015    3.71991    -9.50954    1019.44
12Z30JAN2015    5.08108    -9.32774    1024.54
13Z30JAN2015    5.94812    -8.43738    1024.58
14Z30JAN2015    7.44448    -8.4234    1021.49
15Z30JAN2015    6.38631    -6.50285    1011.7
16Z30JAN2015    3.78051    -7.36989    1008.01
17Z30JAN2015    2.84354    -6.35834    1004.24
18Z30JAN2015    0.936969    -4.67086    996.886
19Z30JAN2015    1.39846    -3.86908    987.731
20Z30JAN2015    1.46838    -6.34902    994.711
21Z30JAN2015    1.818    -2.20025    1005.4
22Z30JAN2015    1.33786    -5.07642    1012.37
23Z30JAN2015    0.4242    -3.50082    1010.73
00Z31JAN2015    0.797123    -1.22132    1009.39
01Z31JAN2015    1.26328    -4.32125    1009.57
02Z31JAN2015    0.144508    -2.31212    1015.07
03Z31JAN2015    -0.0792462    2.21423    1021.57
04Z31JAN2015    -1.84131    -1.10945    1021.86
05Z31JAN2015    -0.745846    -0.983585    1018.3
06Z31JAN2015    0.205108    2.22822    1016.77
07Z31JAN2015    -1.37049    4.26997    1015.5
08Z31JAN2015    -0.405554    4.94123    1014.64
09Z31JAN2015    -1.89725    7.78943    1013.6
10Z31JAN2015    -1.17471    7.73349    1011.96
11Z31JAN2015    -0.881031    7.96657    1012.62
12Z31JAN2015    -0.881031    8.22295    1017.93
13Z31JAN2015    -0.0512769    7.50042    1020.29
14Z31JAN2015    -0.741185    7.72883    1017.76
15Z31JAN2015    -0.652615    8.94549    1012.75
16Z31JAN2015    -0.419538    8.86625    1010.22
17Z31JAN2015    0.0606    7.98522    1006.33
18Z31JAN2015    -0.890354    8.67046    1008.67
19Z31JAN2015    -0.839077    10.0969    1014.84
20Z31JAN2015    -0.955615    10.7122    1019.12
21Z31JAN2015    -0.247062    10.1808    1018.27
22Z31JAN2015    -1.17471    10.4885    1017.23
23Z31JAN2015    -1.62222    11.5886    1017.17
00Z01FEB2015    -1.80402    11.5653    1018.3
01Z01FEB2015    -1.12809    11.0572    1016.77
02Z01FEB2015    -0.522092    10.0643    1017.23
03Z01FEB2015    -1.59891    10.4558    1015.24
04Z01FEB2015    0.349615    8.55392    1013.45
05Z01FEB2015    -0.275031    8.85692    1012.33
06Z01FEB2015    -0.456831    9.40698    1009.38
07Z01FEB2015    -1.22132    10.2134    1003.64
08Z01FEB2015    -1.65951    10.5677    1001.1
09Z01FEB2015    -2.0604    10.6703    1002.65
10Z01FEB2015    -1.90657    11.1224    1007.41
11Z01FEB2015    -1.40778    11.1178    1010.76
12Z01FEB2015    -1.25395    11.3136    1009.41
13Z01FEB2015    -1.14674    10.7775    1005.55
14Z01FEB2015    -1.03952    10.3346    1003.24
15Z01FEB2015    -0.745846    9.89178    1001.6
16Z01FEB2015    -0.503446    9.57946    1000.14
17Z01FEB2015    -0.153831    9.19722    999.677
18Z01FEB2015    0.275031    8.12972    1000.65
19Z01FEB2015    1.05351    6.7266    1002.1
20Z01FEB2015    -0.419538    8.40475    1004.16
21Z01FEB2015    -0.0839077    7.94792    1005.74
22Z01FEB2015    -0.941631    8.19498    1006.87
23Z01FEB2015    -1.66417    7.91529    1007.11
00Z02FEB2015    -1.48237    6.39563    1007.86
01Z02FEB2015    -0.909    7.21606    1007.23
02Z02FEB2015    0.433523    5.51926    1006.39
03Z02FEB2015    0.978923    5.30483    1003.75
04Z02FEB2015    1.53365    4.41914    1001.71
05Z02FEB2015    2.13032    3.86442    998.595
06Z02FEB2015    0.811108    4.76409    997.104
07Z02FEB2015    -0.619985    4.13945    997.806
08Z02FEB2015    -0.349615    3.24443    1000.67
09Z02FEB2015    -0.298338    2.73632    1002.75
10Z02FEB2015    -0.0932308    3.54743    1004.51
11Z02FEB2015    0.270369    4.67552    1006.02
12Z02FEB2015    0.298338    5.29085    1007.11
13Z02FEB2015    0.0559385    6.53548    1007.32
14Z02FEB2015    -0.0745846    7.09486    1006.67
15Z02FEB2015    -0.349615    7.54237    1004.69
16Z02FEB2015    -0.512769    7.3932    1003.82
17Z02FEB2015    -0.554723    6.98765    1004.04
18Z02FEB2015    0.0279692    6.69863    1003.92
19Z02FEB2015    0.372923    5.9994    1003.54
20Z02FEB2015    0.498785    6.33037    1002.64
21Z02FEB2015    0.344954    6.19052    1002.44
22Z02FEB2015    0.508108    5.52392    1002.69
23Z02FEB2015    0.703892    5.68708    1003.49
00Z03FEB2015    0.699231    5.38408    1003.78
01Z31JAN2015    -1.47771    -5.90617    1014.02
02Z31JAN2015    -1.23065    -5.5752    1013.27
03Z31JAN2015    4.35388    -9.42563    1014.03
04Z31JAN2015    -2.22822    -1.69214    1011.2
05Z31JAN2015    1.30523    -2.06506    1017.66
06Z31JAN2015    -1.51034    -2.3028    1013.87
07Z31JAN2015    0.512769    0.00466154    1011.67
08Z31JAN2015    1.54297    1.88792    1013.31
09Z31JAN2015    -0.456831    4.01825    1019.49
10Z31JAN2015    1.26328    4.92725    1025.19
11Z31JAN2015    0.722538    4.79672    1028.09
12Z31JAN2015    0.699231    5.03912    1029.55
13Z31JAN2015    0.759831    5.53325    1025.92
14Z31JAN2015    -0.564046    5.35145    1023.75
15Z31JAN2015    0.0559385    5.99008    1020.37
16Z31JAN2015    0.895015    8.63317    1015.38
17Z31JAN2015    -0.419538    8.15769    1013.33
18Z31JAN2015    -0.0606    7.10418    1007.37
19Z31JAN2015    -0.396231    7.29065    1002.54
20Z31JAN2015    -0.983585    7.84071    1001.64
21Z31JAN2015    -1.38914    8.9688    1006.65
22Z31JAN2015    -2.83422    10.0503    1010.91
23Z31JAN2015    -2.16295    7.91529    1011.49
00Z01FEB2015    -2.12566    4.848    1012.95
01Z01FEB2015    -0.480138    4.37718    1015.71
02Z01FEB2015    1.05817    2.85286    1018.72
03Z01FEB2015    -1.89725    7.24403    1021.03
04Z01FEB2015    -2.121    10.1855    1022.36
05Z01FEB2015    -2.63843    10.8567    1021.88
06Z01FEB2015    -3.04398    10.8288    1020.93
07Z01FEB2015    -2.73166    10.605    1022.26
08Z01FEB2015    -3.38428    9.94306    1022.87
09Z01FEB2015    -2.11168    10.0782    1019.27
10Z01FEB2015    -2.47062    10.1948    1016.86
11Z01FEB2015    -2.49858    11.0991    1015.08
12Z01FEB2015    -2.38205    10.8987    1014.75
13Z01FEB2015    -1.51034    10.5864    1013.36
14Z01FEB2015    -0.708554    10.274    1013.44
15Z01FEB2015    -1.0302    10.95    1010.4
16Z01FEB2015    -1.12809    10.7495    1008.36
17Z01FEB2015    -1.212    10.6703    1007.92
18Z01FEB2015    -1.77605    11.803    1009.04
19Z01FEB2015    -2.71302    12.7633    1011.13
20Z01FEB2015    -4.6662    14.6232    1014.19
21Z01FEB2015    -5.13235    13.6536    1015.17
22Z01FEB2015    -3.48683    12.1014    1015.04
23Z01FEB2015    -3.68728    10.9127    1015.08
00Z02FEB2015    -2.37738    8.56791    1014.26
01Z02FEB2015    0.0652615    6.67066    1012.89
02Z02FEB2015    0.0792462    6.42826    1010.61
03Z02FEB2015    1.59891    6.16255    1008.61
04Z02FEB2015    1.66883    5.78963    1006.43
05Z02FEB2015    1.11877    6.02271    1004.52
06Z02FEB2015    0.825092    5.55655    1003.3
07Z02FEB2015    0.438185    6.57277    1000.86
08Z02FEB2015    -0.265708    6.92238    999.366
09Z02FEB2015    -0.410215    7.04825    999.695
10Z02FEB2015    -0.550062    8.12972    1001.4
11Z02FEB2015    -0.382246    8.86625    1002.78
12Z02FEB2015    -0.400892    9.19255    1002.75
13Z02FEB2015    -0.372923    8.87557    1001.87
14Z02FEB2015    -0.0652615    8.67978    1000.49
15Z02FEB2015    -0.382246    9.05271    999.795
16Z02FEB2015    0.410215    8.56791    1000.65
17Z02FEB2015    0.0419538    8.49332    1000.81
18Z02FEB2015    -0.0559385    8.45603    1002.13
19Z02FEB2015    0.2424    9.00143    1004.61
20Z02FEB2015    0.927646    9.07135    1005.54
21Z02FEB2015    1.23997    8.52595    1005.35
22Z02FEB2015    1.10478    8.62385    1005.11
23Z02FEB2015    1.3332    8.06446    1004.77
00Z03FEB2015    1.58492    8.15303    1003.54
01Z03FEB2015    1.10478    8.42806    1002.18
02Z03FEB2015    -0.657277    8.75903    999.888
03Z03FEB2015    0.680585    6.93637    998.446
04Z03FEB2015    2.43798    5.74768    997.464
05Z03FEB2015    2.50325    6.05068    996.762
06Z03FEB2015    0.773815    6.58675    997.091
07Z03FEB2015    0.130523    6.35368    997.613
08Z03FEB2015    -0.358938    6.43758    999.055
09Z03FEB2015    -0.2424    5.88286    1001.5
10Z03FEB2015    -0.195785    5.64978    1003.69
11Z03FEB2015    -0.536077    5.37942    1005.5
12Z03FEB2015    -0.0186462    5.5146    1006.5
13Z03FEB2015    -0.0606    6.28842    1007.07
14Z03FEB2015    0.531415    6.58675    1006.26
15Z03FEB2015    0.568708    6.72194    1005.49
16Z03FEB2015    0.442846    6.37232    1004.26
17Z03FEB2015    0.0279692    5.82226    1003.09
18Z03FEB2015    -0.293677    5.31882    1002.82
19Z03FEB2015    -0.307662    4.89928    1002.84
20Z03FEB2015    -0.326308    4.63823    1002.08
21Z03FEB2015    0.811108    4.18606    1002.11
22Z03FEB2015    0.755169    3.76652    1001.72
23Z03FEB2015    -0.470815    5.2116    1001.37
00Z04FEB2015    -0.358938    5.87354    1001.98
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
