tyd    u    v    psl
01Z30JAN2015    1.49635    -3.09992    1010.74
02Z30JAN2015    2.40535    -4.53568    1010.67
03Z30JAN2015    2.83888    -5.86422    1008.42
04Z30JAN2015    2.61046    -7.0296    1010.88
05Z30JAN2015    3.24443    -6.2418    1012.51
06Z30JAN2015    2.46129    -6.37232    1009.52
07Z30JAN2015    0.895015    -3.22578    1009.92
08Z30JAN2015    2.70369    -3.65465    1005.56
09Z30JAN2015    4.39117    -3.72923    1002.05
10Z30JAN2015    5.92482    -3.4542    1011.6
11Z30JAN2015    5.26288    -3.19315    1019.77
12Z30JAN2015    6.57743    -4.74545    1025
13Z30JAN2015    7.60297    -4.98318    1025.07
14Z30JAN2015    7.43049    -5.86888    1022.22
15Z30JAN2015    7.80342    -5.2116    1011.87
16Z30JAN2015    6.45623    -4.10215    1008.53
17Z30JAN2015    4.9692    -3.17917    1004.41
18Z30JAN2015    1.74808    -1.74342    997.097
19Z30JAN2015    1.08148    -3.74788    987.799
20Z30JAN2015    1.27726    -5.13235    994.978
21Z30JAN2015    1.42643    -5.98075    1005.2
22Z30JAN2015    1.18403    -6.88043    1011.8
23Z30JAN2015    -1.49169    -4.81071    1010.43
00Z31JAN2015    3.13255    -2.24686    1009.65
01Z31JAN2015    3.54743    -2.727    1009.46
02Z31JAN2015    0.540738    3.78051    1015.19
03Z31JAN2015    -0.764492    0.997569    1021.01
04Z31JAN2015    -1.14674    1.64552    1021.82
05Z31JAN2015    0.158492    1.71545    1018.7
06Z31JAN2015    0.769154    3.40292    1017.68
07Z31JAN2015    0.904338    4.38651    1016.4
08Z31JAN2015    -0.344954    5.30017    1015.22
09Z31JAN2015    0.172477    6.92238    1013.92
10Z31JAN2015    0.820431    7.13682    1012.32
11Z31JAN2015    0.792462    7.0296    1013.29
12Z31JAN2015    1.47305    7.01562    1018.14
13Z31JAN2015    0.522092    6.85246    1020.38
14Z31JAN2015    0.685246    6.93637    1018.19
15Z31JAN2015    0.438185    7.70086    1013.17
16Z31JAN2015    -0.139846    7.84537    1011.17
17Z31JAN2015    -0.946292    7.71018    1006.67
18Z31JAN2015    -3.10925    7.29531    1009.52
19Z31JAN2015    -2.20491    6.5448    1015.43
20Z31JAN2015    -1.87394    6.61472    1019.91
21Z31JAN2015    -2.13032    6.38165    1018.9
22Z31JAN2015    -3.17451    7.272    1018.06
23Z31JAN2015    -4.82003    8.31152    1018.01
00Z01FEB2015    -4.14411    7.92928    1018.59
01Z01FEB2015    -3.78517    8.25092    1017.64
02Z01FEB2015    -3.333    8.74505    1017.67
03Z01FEB2015    -3.57074    8.87091    1015.44
04Z01FEB2015    -3.45886    8.69377    1013.7
05Z01FEB2015    -3.51946    8.95482    1012.47
06Z01FEB2015    -3.73389    9.2112    1010.16
07Z01FEB2015    -4.36786    9.19722    1004.61
08Z01FEB2015    -4.53568    9.34172    1001.42
09Z01FEB2015    -4.98318    9.22985    1003.16
10Z01FEB2015    -5.29085    9.24849    1008.23
11Z01FEB2015    -4.99717    9.09    1011.63
12Z01FEB2015    -4.53568    9.72863    1010.52
13Z01FEB2015    -4.70815    10.2181    1005.86
14Z01FEB2015    -4.71282    10.0456    1003.9
15Z01FEB2015    -5.22092    8.94083    1002.15
16Z01FEB2015    -4.62891    8.17634    1000.76
17Z01FEB2015    -3.96231    7.42583    999.857
18Z01FEB2015    -3.34232    7.39786    1001.44
19Z01FEB2015    -3.77118    7.39786    1002.85
20Z01FEB2015    -4.82935    9.28578    1004.08
21Z01FEB2015    -6.07865    9.02008    1005.92
22Z01FEB2015    -7.29065    8.5446    1007.38
23Z01FEB2015    -6.86178    8.181    1007.21
00Z02FEB2015    -7.41651    7.92928    1007.97
01Z02FEB2015    -7.90131    7.16012    1007.24
02Z02FEB2015    -7.12749    6.12526    1006.52
03Z02FEB2015    -5.70106    4.54966    1003.49
04Z02FEB2015    -0.978923    0.321646    1001.11
05Z02FEB2015    0.368262    -0.284354    998.713
06Z02FEB2015    0.862385    2.13498    996.843
07Z02FEB2015    2.08837    2.57783    997.669
08Z02FEB2015    2.93677    2.34009    1000.9
09Z02FEB2015    1.99048    3.80848    1003.65
10Z02FEB2015    2.41468    4.22802    1005.38
11Z02FEB2015    2.76429    4.32591    1006.39
12Z02FEB2015    3.07662    4.78274    1007.57
13Z02FEB2015    2.77362    5.58452    1008.16
14Z02FEB2015    2.54986    5.50994    1007.23
15Z02FEB2015    1.41711    6.07865    1005.2
16Z02FEB2015    0.130523    6.72194    1004.12
17Z02FEB2015    -0.722538    6.29774    1004.56
18Z02FEB2015    -0.825092    5.88752    1004.53
19Z02FEB2015    -0.895015    5.78031    1004
20Z02FEB2015    -0.904338    5.70106    1003.06
21Z02FEB2015    -1.52898    5.20694    1002.69
