tyd    u    v    psl
01Z30JAN2015    1.15606    -4.14877    1011.36
02Z30JAN2015    -0.410215    -2.0604    1011.54
03Z30JAN2015    0.172477    -1.6362    1009.62
04Z30JAN2015    -0.102554    -2.88549    1011.51
05Z30JAN2015    -0.3636    -0.801785    1014.3
06Z30JAN2015    -0.0652615    -2.73166    1011.4
07Z30JAN2015    0.0606    -2.98805    1011.38
08Z30JAN2015    1.16072    -1.85063    1006.08
09Z30JAN2015    1.43575    -0.582692    1001.57
10Z30JAN2015    1.45906    -0.503446    1011.27
11Z30JAN2015    4.1208    -2.76429    1019.55
12Z30JAN2015    4.69417    -4.40049    1023.51
13Z30JAN2015    6.47954    -3.0906    1023.99
14Z30JAN2015    4.45643    -1.67349    1021.51
15Z30JAN2015    5.57986    -0.270369    1011.01
16Z30JAN2015    6.52149    0.111877    1007.73
17Z30JAN2015    3.45886    2.19092    1004.16
18Z30JAN2015    0.0233077    1.86462    997.128
19Z30JAN2015    0.778477    1.30523    988.644
20Z30JAN2015    0.587354    0.983585    993.921
21Z30JAN2015    1.13275    1.64086    1005.69
22Z30JAN2015    0.1212    1.13742    1012.94
23Z30JAN2015    0.330969    0.312323    1011.26
00Z31JAN2015    -0.703892    -0.223754    1009.9
01Z31JAN2015    0.228415    -0.480138    1009.71
02Z31JAN2015    -0.354277    -0.396231    1015.25
03Z31JAN2015    -0.0978923    0.237738    1021.47
04Z31JAN2015    -0.237738    -0.0372923    1022.79
05Z31JAN2015    -0.195785    -0.330969    1017.93
06Z31JAN2015    0.596677    0.0699231    1016.53
07Z31JAN2015    1.51966    0.955615    1014.69
08Z31JAN2015    2.34942    2.05574    1013.4
09Z31JAN2015    2.02311    3.51946    1011.69
10Z31JAN2015    3.09526    3.17917    1010.07
11Z31JAN2015    3.09526    3.77118    1010.63
12Z31JAN2015    3.88772    4.14411    1015.15
13Z31JAN2015    3.57074    3.93434    1017.93
14Z31JAN2015    3.30969    3.93434    1015.22
15Z31JAN2015    4.00426    5.01582    1010.22
16Z31JAN2015    4.31658    5.63114    1008.14
17Z31JAN2015    3.91103    5.07642    1003.85
18Z31JAN2015    3.939    5.37475    1006.35
19Z31JAN2015    3.48683    4.74545    1013.04
20Z31JAN2015    3.22112    3.92968    1017.61
21Z31JAN2015    2.14897    2.77828    1016.84
22Z31JAN2015    1.67815    2.6664    1015.97
23Z31JAN2015    1.64086    2.79692    1015.98
00Z01FEB2015    1.07215    1.55695    1017.24
01Z01FEB2015    -0.107215    0.158492    1015.76
02Z01FEB2015    0.4242    1.47305    1016.68
03Z01FEB2015    0.596677    1.58026    1014.13
04Z01FEB2015    0.438185    1.70146    1012.91
05Z01FEB2015    0.144508    0.708554    1011.76
06Z01FEB2015    0.699231    0.9696    1008.42
07Z01FEB2015    0.950954    1.24929    1002.7
08Z01FEB2015    1.45906    1.83665    999.254
09Z01FEB2015    1.04418    2.18626    1000.71
10Z01FEB2015    1.35185    2.0604    1004.92
11Z01FEB2015    1.35651    1.49635    1007.77
12Z01FEB2015    3.05331    2.14897    1006.88
13Z01FEB2015    3.16518    3.75254    1002.48
14Z01FEB2015    3.40292    3.86908    1000.55
15Z01FEB2015    3.51946    4.3026    998.819
16Z01FEB2015    3.75254    4.47508    997.794
17Z01FEB2015    3.82712    4.67552    997.315
18Z01FEB2015    2.52189    4.48906    998.974
19Z01FEB2015    1.54297    2.14431    1000.52
20Z01FEB2015    0.368262    3.03932    1002.11
21Z01FEB2015    1.78537    1.20268    1004.39
22Z01FEB2015    -0.107215    0.778477    1006.28
23Z01FEB2015    1.01622    0.988246    1006.13
00Z02FEB2015    -0.0699231    0.932308    1006.74
01Z02FEB2015    0.0233077    0.964938    1007.16
02Z02FEB2015    0.0326308    0.647954    1005.74
03Z02FEB2015    -0.130523    0.0466154    1003.74
04Z02FEB2015    -0.386908    -0.550062    1001.39
05Z02FEB2015    -0.172477    -0.0792462    999.155
06Z02FEB2015    0.354277    -0.0279692    997.054
07Z02FEB2015    0.568708    -0.0606    997.8
08Z02FEB2015    1.04885    0.153831    1000.14
09Z02FEB2015    1.14208    -0.0279692    1002.14
10Z02FEB2015    2.26551    0.209769    1003.44
11Z02FEB2015    1.26328    -0.223754    1004.54
12Z02FEB2015    3.60803    1.99514    1005.31
13Z02FEB2015    4.42846    2.77828    1005.31
14Z02FEB2015    4.9692    3.7572    1004.13
