tyd    u    v    psl
01Z30JAN2015    2.16295    0.7272    1009.73
02Z30JAN2015    4.67552    0.895015    1010.29
03Z30JAN2015    5.95745    1.23065    1007.96
04Z30JAN2015    6.4236    1.58492    1009.42
05Z30JAN2015    3.08594    0.508108    1012.42
06Z30JAN2015    6.58675    0.456831    1009.01
07Z30JAN2015    3.91569    -0.107215    1009.92
08Z30JAN2015    3.88306    -1.25395    1004.63
09Z30JAN2015    4.15343    -1.46838    1000.83
10Z30JAN2015    4.59628    -2.38205    1010.37
11Z30JAN2015    8.71708    -5.14634    1018.54
12Z30JAN2015    8.50731    -2.7876    1024.3
13Z30JAN2015    7.31395    -3.3936    1024.65
14Z30JAN2015    7.32794    -3.96231    1021.75
15Z30JAN2015    5.72437    -3.48217    1011.81
16Z30JAN2015    5.19295    -1.92522    1008.42
17Z30JAN2015    3.16985    -0.0978923    1004.53
18Z30JAN2015    4.29794    -0.410215    996.588
19Z30JAN2015    3.95765    -0.918323    987.495
20Z30JAN2015    3.21646    0.489462    994.257
21Z30JAN2015    2.93211    0.116538    1004.71
22Z30JAN2015    2.55918    0.689908    1011.54
23Z30JAN2015    3.91569    -0.997569    1010.21
00Z31JAN2015    3.91103    0.419538    1008.44
01Z31JAN2015    4.68485    1.41711    1008.47
02Z31JAN2015    1.71545    0.284354    1014.12
03Z31JAN2015    3.67795    -0.554723    1020.11
04Z31JAN2015    2.16295    -0.102554    1021.18
05Z31JAN2015    0.722538    -0.0512769    1017.35
06Z31JAN2015    3.35165    5.31415    1015.76
07Z31JAN2015    1.41245    2.49858    1014
08Z31JAN2015    0.582692    0.107215    1013.29
09Z31JAN2015    1.08148    4.14877    1011.28
10Z31JAN2015    2.39603    4.69417    1010.34
11Z31JAN2015    2.6664    5.67775    1010.68
12Z31JAN2015    3.02534    6.01805    1016.05
13Z31JAN2015    2.76429    5.06243    1018.24
14Z31JAN2015    2.48926    5.06709    1015.63
15Z31JAN2015    2.78294    6.75923    1010.9
16Z31JAN2015    2.58715    7.28132    1008.79
17Z31JAN2015    1.00223    8.06446    1004.54
18Z31JAN2015    -0.843738    9.02008    1006.58
19Z31JAN2015    -0.997569    9.07602    1012.65
20Z31JAN2015    -0.736523    8.91752    1017.38
21Z31JAN2015    -1.97649    9.92908    1016.12
22Z31JAN2015    -2.62911    9.69134    1015.45
23Z31JAN2015    -1.67349    9.68668    1015.05
00Z01FEB2015    -2.79692    11.0432    1016.22
01Z01FEB2015    -1.4544    8.63317    1015.54
02Z01FEB2015    -1.64552    10.7262    1015.97
03Z01FEB2015    -3.49149    10.6423    1013.36
04Z01FEB2015    -3.3936    8.55392    1011.99
05Z01FEB2015    -2.81557    8.40009    1010.85
06Z01FEB2015    -3.00203    7.86868    1007.76
07Z01FEB2015    -3.71058    6.17654    1002.48
08Z01FEB2015    -4.69883    7.54237    1000.01
09Z01FEB2015    -5.77098    7.48177    1000.89
10Z01FEB2015    -5.90151    7.07622    1005.93
11Z01FEB2015    -6.79186    5.81294    1009.14
12Z01FEB2015    -6.97832    4.95522    1008.6
13Z01FEB2015    -7.49109    5.56588    1003.97
14Z01FEB2015    -7.26734    7.16478    1001.5
15Z01FEB2015    -7.53305    8.12972    999.876
16Z01FEB2015    -6.50285    5.9994    998.633
17Z01FEB2015    -5.53791    7.49109    998.359
