tyd    u    v    psl
01Z30JAN2015    2.79692    -3.64998    1010.98
02Z30JAN2015    3.13722    -4.44245    1011
03Z30JAN2015    2.16295    -4.98785    1008.88
04Z30JAN2015    0.745846    -6.12992    1011.44
05Z30JAN2015    0.144508    -4.84334    1013.14
06Z30JAN2015    -0.321646    -7.09486    1010.61
07Z30JAN2015    0.470815    -6.98298    1010.49
08Z30JAN2015    0.531415    -5.99474    1006.51
09Z30JAN2015    1.23065    -4.40982    1002.82
10Z30JAN2015    3.61269    -3.50082    1011.98
11Z30JAN2015    5.48663    -4.65222    1020.36
12Z30JAN2015    4.85732    -6.08797    1025.41
13Z30JAN2015    4.9086    -4.53102    1025.79
14Z30JAN2015    4.68951    -5.23491    1022.9
15Z30JAN2015    5.40272    -6.14391    1012.59
16Z30JAN2015    4.29328    -4.94589    1008.96
17Z30JAN2015    1.36117    -4.28395    1004.68
18Z30JAN2015    1.46838    -2.6664    997.402
19Z30JAN2015    3.11391    -3.67795    988.029
20Z30JAN2015    1.24929    -4.38185    994.63
21Z30JAN2015    1.91589    -5.0298    1005.55
22Z30JAN2015    1.35651    -4.99251    1012.36
23Z30JAN2015    1.28658    -4.77808    1010.62
00Z31JAN2015    4.42846    -2.06972    1009.92
01Z31JAN2015    3.85509    -1.82732    1009.86
02Z31JAN2015    3.32368    6.50751    1015.14
03Z31JAN2015    -0.694569    2.34475    1020.75
04Z31JAN2015    2.727    5.54723    1021.77
05Z31JAN2015    3.13722    4.35854    1018.61
06Z31JAN2015    0.540738    6.70795    1017.32
07Z31JAN2015    0.797123    8.49332    1015.94
08Z31JAN2015    0.0606    8.6052    1014.86
09Z31JAN2015    -0.344954    11.0432    1013.34
10Z31JAN2015    -0.410215    11.2763    1012.26
11Z31JAN2015    -0.680585    11.2716    1013.05
12Z31JAN2015    0.0466154    11.4348    1017.88
13Z31JAN2015    -1.07215    10.3906    1020.26
14Z31JAN2015    -0.773815    11.5746    1017.97
15Z31JAN2015    -0.442846    12.3065    1013
16Z31JAN2015    -0.825092    12.7866    1010.67
17Z31JAN2015    -1.818    12.7446    1006.12
18Z31JAN2015    -2.02777    13.3273    1008.52
19Z31JAN2015    -1.75274    14.3342    1014.71
20Z31JAN2015    -1.42177    13.9147    1019.67
21Z31JAN2015    -0.526754    13.2574    1018.24
22Z31JAN2015    -1.40778    13.649    1017.25
