tyd    u    v    psl
01Z30JAN2015    2.50791    -3.73389    1011.01
02Z30JAN2015    3.06729    -4.4844    1011.04
03Z30JAN2015    1.92522    -4.97386    1008.92
04Z30JAN2015    0.307662    -6.14857    1011.45
05Z30JAN2015    -0.261046    -4.88995    1013.16
06Z30JAN2015    -0.438185    -7.00163    1010.63
07Z30JAN2015    0.163154    -6.8478    1010.52
08Z30JAN2015    0.592015    -6.19985    1006.51
09Z30JAN2015    1.11411    -4.45643    1002.81
10Z30JAN2015    3.30969    -3.38428    1012.02
11Z30JAN2015    5.37475    -4.80138    1020.4
12Z30JAN2015    4.70815    -6.06    1025.45
13Z30JAN2015    4.61026    -4.3632    1025.8
14Z30JAN2015    4.22335    -4.99251    1022.92
15Z30JAN2015    4.16742    -5.96211    1012.65
16Z30JAN2015    3.2724    -4.6662    1009.04
17Z30JAN2015    0.7272    -3.94366    1004.72
18Z30JAN2015    1.10012    -2.82023    997.383
19Z30JAN2015    3.11857    -3.50082    988.048
20Z30JAN2015    1.19802    -4.46575    994.63
21Z30JAN2015    2.03709    -4.94589    1005.57
22Z30JAN2015    1.20268    -4.9692    1012.39
23Z30JAN2015    0.936969    -4.80605    1010.62
00Z31JAN2015    3.95298    -2.03709    1009.91
01Z31JAN2015    3.79915    -1.8786    1009.85
02Z31JAN2015    3.42623    6.40962    1015.17
03Z31JAN2015    -0.680585    2.34475    1020.76
04Z31JAN2015    3.03    5.48663    1021.74
05Z31JAN2015    3.0906    4.29794    1018.62
06Z31JAN2015    0.731862    6.93637    1017.36
07Z31JAN2015    1.26794    8.74971    1015.9
08Z31JAN2015    0.293677    8.85692    1014.82
09Z31JAN2015    -0.191123    11.239    1013.28
10Z31JAN2015    -0.186462    11.4581    1012.19
11Z31JAN2015    -0.536077    11.4674    1013.01
12Z31JAN2015    0.1212    11.5746    1017.93
13Z31JAN2015    -0.801785    10.6703    1020.26
14Z31JAN2015    -0.638631    11.7051    1017.93
15Z31JAN2015    -0.368262    12.4743    1012.98
16Z31JAN2015    -0.5454    12.754    1010.62
17Z31JAN2015    -1.51966    12.9264    1006.07
18Z31JAN2015    -2.21889    13.3973    1008.5
19Z31JAN2015    -1.89258    14.5067    1014.66
20Z31JAN2015    -1.82266    13.6397    1019.65
21Z31JAN2015    -0.941631    13.0756    1018.16
22Z31JAN2015    -1.86462    13.4672    1017.22
23Z31JAN2015    -3.37495    13.7562    1017.54
00Z01FEB2015    -3.89705    14.4181    1017.88
01Z01FEB2015    -4.21403    13.5651    1017.12
02Z01FEB2015    -4.64755    13.8075    1017.04
03Z01FEB2015    -5.454    13.677    1014.85
04Z01FEB2015    -4.65222    13.5791    1013.16
05Z01FEB2015    -4.73612    14.0312    1012.27
06Z01FEB2015    -4.4238    13.4392    1009.32
07Z01FEB2015    -4.21403    14.6186    1003.88
08Z01FEB2015    -3.15586    15.1733    1000.91
09Z01FEB2015    -2.53122    15.2619    1002.5
10Z01FEB2015    -2.31212    15.3132    1007.39
11Z01FEB2015    -2.09769    15.3738    1010.96
12Z01FEB2015    -1.68748    15.4856    1009.71
13Z01FEB2015    -1.97183    15.6488    1005.46
14Z01FEB2015    -1.9998    15.136    1003.74
15Z01FEB2015    -1.70612    14.6466    1001.67
16Z01FEB2015    -2.44265    14.0545    1000.21
17Z01FEB2015    -3.08594    13.5744    999.515
18Z01FEB2015    -3.00203    13.6816    1000.68
19Z01FEB2015    -3.63134    13.8821    1002.17
20Z01FEB2015    -4.26997    13.3693    1003.56
21Z01FEB2015    -4.57763    12.8565    1005.13
22Z01FEB2015    -4.83868    12.9731    1007.44
23Z01FEB2015    -4.55898    11.1597    1006.98
00Z02FEB2015    -5.27686    11.5606    1007.61
01Z02FEB2015    -4.42846    11.3182    1007.38
02Z02FEB2015    -3.28638    9.18323    1005.35
03Z02FEB2015    -2.93211    8.43738    1003.93
04Z02FEB2015    -2.75031    7.96657    1002.11
05Z02FEB2015    -2.19558    8.181    998.832
06Z02FEB2015    -0.806446    8.35814    996.992
07Z02FEB2015    0.0559385    7.50508    997.831
08Z02FEB2015    1.29591    7.00629    1000.8
09Z02FEB2015    0.694569    6.09263    1003.18
10Z02FEB2015    0.652615    7.04825    1005.6
11Z02FEB2015    1.71078    7.98988    1006.82
12Z02FEB2015    2.35408    8.35814    1007.54
13Z02FEB2015    2.25618    8.71708    1008.2
14Z02FEB2015    1.65018    8.72174    1006.94
15Z02FEB2015    1.44042    8.97346    1004.95
16Z02FEB2015    1.47305    10.0922    1003.64
17Z02FEB2015    0.340292    10.3906    1003.86
18Z02FEB2015    -0.811108    11.2203    1003.82
19Z02FEB2015    -1.30989    11.3415    1003.46
20Z02FEB2015    -1.6362    11.6026    1002.56
21Z02FEB2015    -2.21889    10.9779    1001.96
22Z02FEB2015    -2.121    10.302    1002.68
23Z02FEB2015    -1.44508    10.8381    1003.64
00Z03FEB2015    -0.829754    10.3626    1004.06
01Z31JAN2015    3.33766    -7.76146    1013.59
02Z31JAN2015    2.59182    -8.82429    1013.33
03Z31JAN2015    2.68505    -8.55392    1014.62
04Z31JAN2015    1.13742    -6.05068    1011.26
05Z31JAN2015    1.91123    1.60823    1017.55
06Z31JAN2015    0.885692    3.87374    1013.9
07Z31JAN2015    3.71058    6.03203    1011.83
08Z31JAN2015    4.69417    6.59608    1013.85
09Z31JAN2015    4.14411    8.10175    1019.61
10Z31JAN2015    3.97629    8.03649    1026.03
11Z31JAN2015    3.80848    7.37455    1028.62
12Z31JAN2015    4.13012    6.76389    1029.98
13Z31JAN2015    3.29105    6.93171    1026.45
14Z31JAN2015    2.76429    8.33017    1023.97
15Z31JAN2015    0.741185    8.09243    1020.62
16Z31JAN2015    0.195785    10.1715    1015.66
17Z31JAN2015    0.368262    12.7493    1013.18
18Z31JAN2015    -1.67815    12.4929    1007.29
19Z31JAN2015    -4.23734    10.605    1002.82
20Z31JAN2015    -4.67086    11.3555    1001.86
21Z31JAN2015    -5.31882    12.6701    1006.96
22Z31JAN2015    -5.88286    12.5908    1010.62
23Z31JAN2015    -6.40495    12.8239    1011.61
00Z01FEB2015    -5.80828    12.0314    1012.57
01Z01FEB2015    -5.00649    12.3298    1015.74
02Z01FEB2015    -3.80848    10.5118    1018.48
03Z01FEB2015    -4.37252    10.3906    1021.18
04Z01FEB2015    -5.18363    10.88    1021.9
