tyd    u    v    psl
01Z30JAN2015    -0.0745846    -5.08108    1011.11
02Z30JAN2015    0.316985    -3.28172    1011.07
03Z30JAN2015    0.857723    -3.23511    1009.42
04Z30JAN2015    0.0186462    -3.71058    1011.29
05Z30JAN2015    0.480138    -2.53588    1013.84
06Z30JAN2015    -0.498785    -4.30726    1011
07Z30JAN2015    -1.09546    -2.80158    1011.18
08Z30JAN2015    0.960277    -2.79226    1006.18
09Z30JAN2015    1.31455    -1.41711    1001.33
10Z30JAN2015    2.82023    -3.41225    1010.65
11Z30JAN2015    4.28395    -4.75943    1019.4
12Z30JAN2015    3.939    -4.56365    1023.5
13Z30JAN2015    6.11128    -4.88529    1023.56
14Z30JAN2015    2.64775    -1.07682    1021.43
15Z30JAN2015    4.3026    -0.680585    1011.13
16Z30JAN2015    4.06952    2.42866    1008.12
17Z30JAN2015    2.55918    2.29814    1004.72
18Z30JAN2015    0.629308    0.335631    997.11
19Z30JAN2015    0.913662    -0.130523    988.589
20Z30JAN2015    0.489462    0.102554    994.866
21Z30JAN2015    0.759831    -0.00466154    1005.9
22Z30JAN2015    -0.102554    -0.289015    1012.82
23Z30JAN2015    0.7272    -0.946292    1011.15
00Z31JAN2015    0.419538    -0.433523    1009.8
01Z31JAN2015    0.214431    -0.801785    1009.4
02Z31JAN2015    0.512769    -1.41711    1015.27
03Z31JAN2015    -0.312323    -0.5454    1021.65
04Z31JAN2015    0.386908    -0.932308    1022.62
05Z31JAN2015    0.983585    -1.11877    1018.1
06Z31JAN2015    0.0932308    -0.0885692    1016.43
07Z31JAN2015    1.72011    0.638631    1014.66
08Z31JAN2015    3.05331    1.50568    1013.56
09Z31JAN2015    3.51014    2.78294    1011.67
10Z31JAN2015    3.77585    2.41002    1010.37
11Z31JAN2015    4.25132    2.27483    1010.41
12Z31JAN2015    5.18829    2.55918    1015.09
13Z31JAN2015    4.73146    2.13032    1018.32
14Z31JAN2015    4.55432    2.57783    1015.18
15Z31JAN2015    4.66154    3.2724    1010.17
16Z31JAN2015    4.37718    3.54743    1008.37
17Z31JAN2015    4.0602    2.73632    1004.2
18Z31JAN2015    3.69194    1.95785    1006.75
19Z31JAN2015    2.14431    0.517431    1013.11
20Z31JAN2015    1.44508    -0.2424    1017.98
21Z31JAN2015    0.386908    -0.652615    1016.75
22Z31JAN2015    0.312323    -0.853062    1015.78
23Z31JAN2015    0.592015    -1.02088    1015.92
00Z01FEB2015    0.508108    -0.699231    1016.77
01Z01FEB2015    0.918323    -0.825092    1015.86
02Z01FEB2015    0.335631    -0.633969    1016.26
03Z01FEB2015    0.675923    -1.05351    1014.09
04Z01FEB2015    0.713215    -1.10012    1012.66
05Z01FEB2015    0.349615    -0.932308    1011.46
06Z01FEB2015    0.606    0.130523    1008.53
07Z01FEB2015    0.983585    0.536077    1002.7
08Z01FEB2015    0.960277    0.694569    999.298
09Z01FEB2015    1.60357    0.769154    1000.96
10Z01FEB2015    2.46129    1.40312    1005.16
11Z01FEB2015    3.01602    1.62688    1007.86
12Z01FEB2015    3.61269    1.65485    1006.87
13Z01FEB2015    4.22335    2.41468    1002.52
14Z01FEB2015    4.51237    2.424    1000.63
15Z01FEB2015    4.86665    2.79226    998.931
16Z01FEB2015    4.6662    2.41002    997.39
17Z01FEB2015    3.68728    2.20491    997.408
18Z01FEB2015    2.94143    1.28658    999.006
19Z01FEB2015    1.37982    -0.638631    999.689
20Z01FEB2015    0.5454    -0.200446    1002.6
21Z01FEB2015    1.05817    -0.508108    1004.29
22Z01FEB2015    0.144508    -0.587354    1006.36
23Z01FEB2015    0.0932308    -0.885692    1006.15
00Z02FEB2015    1.29125    -0.806446    1006.77
01Z02FEB2015    0.899677    -1.06749    1007.01
02Z02FEB2015    0.237738    -0.470815    1005.69
03Z02FEB2015    -0.135185    -0.578031    1003.47
04Z02FEB2015    0.0233077    -0.657277    1001.81
05Z02FEB2015    0.540738    -0.629308    998.875
06Z02FEB2015    1.16538    -0.554723    997.11
07Z02FEB2015    1.4544    0.0512769    997.725
08Z02FEB2015    1.53365    0.149169    1000.44
09Z02FEB2015    1.92522    0.00466154    1002.39
10Z02FEB2015    2.94143    0.428862    1003.47
11Z02FEB2015    3.44954    1.15606    1004.6
12Z02FEB2015    4.22802    2.10235    1005.28
13Z02FEB2015    5.29551    2.91346    1005.33
14Z02FEB2015    6.16255    3.24909    1004.2
15Z02FEB2015    4.71748    4.06486    1002.27
16Z02FEB2015    4.75943    3.84111    1001.75
