tyd    u    v    psl
01Z30JAN2015    0.5454    -0.811108    1011.44
02Z30JAN2015    0.773815    -0.689908    1011.23
03Z30JAN2015    0.368262    -0.783138    1009.55
04Z30JAN2015    1.05817    -1.01622    1011.32
05Z30JAN2015    0.839077    -1.76672    1013.85
06Z30JAN2015    0.508108    -1.7574    1010.88
07Z30JAN2015    -0.0419538    -1.31922    1011.16
08Z30JAN2015    0.717877    -1.52898    1006.2
09Z30JAN2015    1.77138    -2.15363    1001.17
10Z30JAN2015    2.01378    -1.39846    1010.8
11Z30JAN2015    2.88083    -3.46818    1019.65
12Z30JAN2015    3.92502    -3.58006    1023.57
13Z30JAN2015    3.48683    -0.470815    1023.74
14Z30JAN2015    5.69174    -2.99271    1021.35
15Z30JAN2015    5.62648    0.167815    1011.13
16Z30JAN2015    4.19072    1.98582    1008.15
17Z30JAN2015    4.40049    2.50325    1004.82
18Z30JAN2015    3.03466    1.03952    997.017
19Z30JAN2015    1.19802    -0.764492    988.315
20Z30JAN2015    1.29125    -1.07682    995.121
21Z30JAN2015    1.40312    0.214431    1006.07
22Z30JAN2015    -0.209769    -1.41245    1012.56
23Z30JAN2015    -0.102554    -1.72943    1010.98
00Z31JAN2015    0.592015    -1.46838    1009.63
01Z31JAN2015    0.321646    -0.834415    1009.38
02Z31JAN2015    0.489462    -1.19335    1015.24
03Z31JAN2015    -0.759831    -0.992908    1021.48
04Z31JAN2015    -0.340292    -0.829754    1022.45
05Z31JAN2015    0.974262    -1.35651    1018.19
06Z31JAN2015    0.596677    -0.391569    1016.33
07Z31JAN2015    1.6968    -0.279692    1014.75
08Z31JAN2015    2.2422    0.568708    1013.58
09Z31JAN2015    2.68038    1.47305    1011.44
10Z31JAN2015    3.88306    1.42177    1010.31
11Z31JAN2015    4.88529    1.63154    1010.27
12Z31JAN2015    5.73369    1.79935    1015.23
13Z31JAN2015    4.80138    1.17937    1018.2
14Z31JAN2015    4.40982    1.46372    1015.28
15Z31JAN2015    5.43535    2.77362    1010
16Z31JAN2015    4.82469    3.03    1008.24
17Z31JAN2015    2.93211    1.62688    1003.95
18Z31JAN2015    2.51257    0.661938    1006.51
19Z31JAN2015    1.80402    0.0419538    1012.88
20Z31JAN2015    1.34718    -0.0559385    1017.99
21Z31JAN2015    0.335631    -0.303    1016.61
22Z31JAN2015    1.26328    -0.0885692    1015.68
23Z31JAN2015    1.83198    -0.265708    1015.95
00Z01FEB2015    1.32854    0.107215    1016.81
01Z01FEB2015    0.303    -1.02554    1015.94
