tyd    u    v    psl
01Z30JAN2015    1.10012    -2.07905    1011.25
02Z30JAN2015    1.02554    -2.25618    1011.2
03Z30JAN2015    1.41245    -3.10458    1009.76
04Z30JAN2015    2.13498    -3.97163    1010.75
05Z30JAN2015    0.950954    -2.27017    1013.95
06Z30JAN2015    1.05351    -2.727    1010.78
07Z30JAN2015    1.03952    -3.23977    1011.11
08Z30JAN2015    1.04885    -3.24443    1006.04
09Z30JAN2015    1.30989    -3.0906    1000.98
10Z30JAN2015    1.86462    -3.80382    1010.78
11Z30JAN2015    3.47751    -3.2724    1019.48
12Z30JAN2015    3.65931    -3.30037    1023.66
13Z30JAN2015    2.11634    -0.839077    1023.62
14Z30JAN2015    3.58472    -1.24929    1021.24
15Z30JAN2015    4.242    -0.839077    1011.36
16Z30JAN2015    4.25132    1.07682    1008.18
17Z30JAN2015    1.86928    0.964938    1004.92
18Z30JAN2015    -0.247062    1.83665    997.041
19Z30JAN2015    -0.456831    -0.158492    988.185
20Z30JAN2015    -1.32854    -0.0792462    994.947
21Z30JAN2015    -1.63154    0.508108    1006.15
22Z30JAN2015    -1.23065    0.433523    1012.09
23Z30JAN2015    -0.913662    -0.503446    1010.81
00Z31JAN2015    0.391569    -1.74342    1009.32
01Z31JAN2015    0.554723    -1.84131    1009.71
02Z31JAN2015    0.186462    -0.769154    1015.15
03Z31JAN2015    0.0792462    0.111877    1021.23
04Z31JAN2015    0.293677    -0.671262    1022.38
05Z31JAN2015    0.0279692    -0.391569    1018.24
06Z31JAN2015    0.247062    0.163154    1016.22
07Z31JAN2015    0.592015    -0.3636    1014.7
08Z31JAN2015    0.195785    -0.3636    1013.6
09Z31JAN2015    1.94852    0.759831    1011.46
10Z31JAN2015    2.16295    1.65951    1010.14
11Z31JAN2015    2.74098    2.15829    1010.27
12Z31JAN2015    3.85975    2.54054    1015.46
13Z31JAN2015    3.74322    1.94386    1018.14
14Z31JAN2015    3.33766    2.11168    1015.49
15Z31JAN2015    3.88772    3.59405    1010.22
16Z31JAN2015    2.77362    3.99028    1008.52
17Z31JAN2015    2.43798    3.32834    1004.02
18Z31JAN2015    2.79692    2.21889    1006.33
19Z31JAN2015    2.96474    2.06972    1012.65
20Z31JAN2015    3.13722    2.424    1017.71
21Z31JAN2015    2.42866    2.34009    1016.59
22Z31JAN2015    2.64775    1.67349    1015.49
23Z31JAN2015    1.32388    1.85063    1015.72
00Z01FEB2015    0.209769    -0.582692    1016.55
01Z01FEB2015    0.0652615    -0.0139846    1015.76
02Z01FEB2015    0.633969    0.0372923    1015.97
03Z01FEB2015    0.699231    0.0186462    1013.79
04Z01FEB2015    0.303    -0.470815    1012.57
05Z01FEB2015    0.410215    -0.0978923    1010.98
06Z01FEB2015    0.578031    -0.303    1008.35
07Z01FEB2015    0.992908    0.279692    1002.85
08Z01FEB2015    0.895015    0.960277    999.857
09Z01FEB2015    1.18869    1.23531    1000.8
