tyd    u    v    psl
01Z30JAN2015    4.05554    -3.19315    1010.93
02Z30JAN2015    4.848    -3.19315    1011.17
03Z30JAN2015    4.10682    -4.02757    1009.12
04Z30JAN2015    3.41691    -3.30503    1011.47
05Z30JAN2015    4.09283    -3.47751    1013.25
06Z30JAN2015    2.96008    -3.5148    1010.62
07Z30JAN2015    3.50082    -3.40758    1010.84
08Z30JAN2015    4.35388    -3.64066    1006.17
09Z30JAN2015    4.94123    -2.97406    1002.26
10Z30JAN2015    5.68242    -3.09526    1011.9
11Z30JAN2015    8.14837    -3.31902    1020.1
12Z30JAN2015    6.1812    -3.16052    1025.53
13Z30JAN2015    7.78477    -2.75497    1025.53
14Z30JAN2015    8.00386    -2.47994    1022.42
15Z30JAN2015    7.52372    -2.14897    1012.34
16Z30JAN2015    4.37252    -1.28192    1008.84
17Z30JAN2015    3.92035    -2.35408    1004.72
18Z30JAN2015    4.44245    -3.47751    997.141
19Z30JAN2015    3.07195    -2.17228    988.11
20Z30JAN2015    3.97163    -1.59425    995.108
21Z30JAN2015    4.10682    -2.35874    1005.59
22Z30JAN2015    4.53568    -3.05331    1012.31
23Z30JAN2015    1.77138    -2.31678    1010.7
00Z31JAN2015    4.4844    -2.48926    1009.29
01Z31JAN2015    4.88529    -1.19335    1009.25
02Z31JAN2015    6.26511    -0.643292    1014.97
03Z31JAN2015    2.727    1.0302    1021.16
04Z31JAN2015    -3.07195    -0.195785    1021.64
05Z31JAN2015    0.731862    -0.950954    1018.41
06Z31JAN2015    -1.44974    0.442846    1017.08
07Z31JAN2015    0.167815    -0.340292    1015.33
08Z31JAN2015    0.275031    -0.825092    1014.74
09Z31JAN2015    -0.489462    0.0512769    1012.74
10Z31JAN2015    1.72011    -2.26551    1011.45
11Z31JAN2015    0.512769    -1.59425    1012.16
12Z31JAN2015    -0.116538    -2.19558    1017.38
13Z31JAN2015    0.731862    -3.68262    1019.57
14Z31JAN2015    1.3332    -3.11857    1017.27
15Z31JAN2015    -0.881031    1.10478    1012.11
16Z31JAN2015    -0.00466154    0.433523    1009.17
17Z31JAN2015    -3.37962    3.58006    1005.06
18Z31JAN2015    -1.82732    6.96434    1007.73
19Z31JAN2015    -1.8786    5.61249    1013.93
20Z31JAN2015    -2.02777    4.49838    1017.94
21Z31JAN2015    -0.922985    1.07215    1017.35
22Z31JAN2015    -1.19335    3.71991    1016.64
23Z31JAN2015    -2.12566    6.34435    1016.38
00Z01FEB2015    -3.20714    11.3835    1016.84
01Z01FEB2015    -2.90414    5.61715    1016.2
02Z01FEB2015    -3.41691    9.42097    1016.18
03Z01FEB2015    -3.44022    13.1455    1014.06
04Z01FEB2015    -0.997569    11.0199    1012.53
05Z01FEB2015    -0.419538    8.85692    1011.57
06Z01FEB2015    -3.09526    9.19722    1008.07
07Z01FEB2015    -3.72457    10.7821    1002.6
08Z01FEB2015    -3.5148    10.3067    999.845
09Z01FEB2015    -3.98095    9.58412    1001.44
10Z01FEB2015    -4.18606    8.97812    1006.69
11Z01FEB2015    -3.16052    8.44205    1009.91
12Z01FEB2015    -3.28172    7.89198    1008.47
13Z01FEB2015    -2.2422    7.07622    1004.38
14Z01FEB2015    -2.19092    6.03203    1002.45
15Z01FEB2015    -2.61512    5.2116    1000.41
16Z01FEB2015    -0.601338    2.73632    998.85
17Z01FEB2015    -0.7272    2.56851    998.104
18Z01FEB2015    0.251723    2.14431    999.136
19Z01FEB2015    0.909    0.330969    1001.29
20Z01FEB2015    0.228415    3.03932    1002.04
21Z01FEB2015    -0.564046    7.98055    1004.34
22Z01FEB2015    -1.10945    9.38834    1005.59
23Z01FEB2015    -2.06972    9.56548    1006.1
00Z02FEB2015    -0.783138    5.57986    1007.15
01Z02FEB2015    1.57094    -1.30057    1006.65
02Z02FEB2015    1.95318    0.885692    1006.12
03Z02FEB2015    1.24463    -3.18849    1003.1
04Z02FEB2015    0.265708    -1.49169    1001.81
05Z02FEB2015    -1.16072    -0.261046    998.825
06Z02FEB2015    0.671262    -0.163154    997.334
07Z02FEB2015    1.01622    -0.941631    997.856
08Z02FEB2015    1.12809    -2.424    1001.26
09Z02FEB2015    0.550062    -2.55918    1003.09
10Z02FEB2015    0.610662    -2.53122    1004.36
11Z02FEB2015    0.885692    -0.885692    1005.81
12Z02FEB2015    0.703892    0.792462    1006.81
13Z02FEB2015    2.59182    0.661938    1007.04
14Z02FEB2015    0.368262    -2.16295    1005.95
15Z02FEB2015    -1.79935    -3.75254    1004.21
16Z02FEB2015    1.14208    0.4242    1003.02
17Z02FEB2015    -0.0606    0.675923    1003.37
18Z02FEB2015    -0.7878    0.680585    1003.2
19Z02FEB2015    -0.102554    2.26085    1002.94
20Z02FEB2015    1.59891    -0.461492    1001.85
21Z02FEB2015    -0.00932308    1.12809    1001.7
22Z02FEB2015    1.41711    -1.20734    1002.3
23Z02FEB2015    2.67106    -2.26551    1003.31
00Z03FEB2015    1.86928    -1.54297    1003.34
01Z31JAN2015    2.20025    -8.32085    1013.93
02Z31JAN2015    0.876369    -6.09729    1013.52
03Z31JAN2015    3.76186    -3.40758    1014.69
04Z31JAN2015    2.95075    -4.43312    1011.18
05Z31JAN2015    4.25132    -1.15606    1017.52
06Z31JAN2015    -0.839077    -2.60114    1013.92
07Z31JAN2015    -2.28415    0.470815    1011.29
08Z31JAN2015    -2.06506    0.540738    1013.41
09Z31JAN2015    -0.0745846    -1.46838    1019.37
10Z31JAN2015    2.37738    -2.71302    1025.31
11Z31JAN2015    -0.410215    -2.57783    1028.05
12Z31JAN2015    6.55878    2.23754    1029.08
13Z31JAN2015    3.59405    1.00223    1025.91
14Z31JAN2015    4.67086    2.47528    1022.98
15Z31JAN2015    -1.35651    -2.24686    1019.73
16Z31JAN2015    -1.51034    3.18383    1015.02
17Z31JAN2015    -1.47771    4.48906    1012.6
18Z31JAN2015    -2.99271    4.15809    1006.58
19Z31JAN2015    0.0885692    -1.30989    1002.16
20Z31JAN2015    -2.15363    2.84354    1000.97
21Z31JAN2015    -1.94386    9.34638    1005.44
22Z31JAN2015    -3.55675    12.8146    1009.64
23Z31JAN2015    -3.58472    11.9615    1010.34
00Z01FEB2015    2.27483    3.99494    1012.11
01Z01FEB2015    1.76206    -0.205108    1015.25
02Z01FEB2015    0.578031    -1.97183    1018.26
03Z01FEB2015    0.344954    -2.16762    1020.59
04Z01FEB2015    1.08614    0.247062    1021.27
05Z01FEB2015    -0.498785    1.82266    1021.42
06Z01FEB2015    -3.22578    7.93394    1020.1
07Z01FEB2015    -2.02311    5.99474    1021.38
08Z01FEB2015    -1.71078    4.46575    1021.92
09Z01FEB2015    -2.31212    7.30463    1018.19
10Z01FEB2015    -3.85975    7.13682    1016.07
11Z01FEB2015    -4.10682    7.07155    1014.13
12Z01FEB2015    -3.34232    6.48886    1013.82
13Z01FEB2015    -1.13742    2.25152    1012.65
14Z01FEB2015    1.08148    -1.91589    1012.4
15Z01FEB2015    -0.247062    1.02554    1009.2
16Z01FEB2015    -1.32854    6.52615    1007.1
17Z01FEB2015    -2.20025    12.8892    1006.43
18Z01FEB2015    -4.88063    15.8725    1007.32
19Z01FEB2015    -7.10418    18.4271    1009.52
20Z01FEB2015    -9.16925    20.1518    1012.37
21Z01FEB2015    -8.36746    19.2335    1013.24
22Z01FEB2015    -5.78031    17.3642    1012.75
23Z01FEB2015    -4.08817    15.0474    1012.62
00Z02FEB2015    -1.61755    11.7844    1012.24
01Z02FEB2015    -0.0606    7.63094    1011.09
02Z02FEB2015    -0.00466154    6.53548    1008.78
03Z02FEB2015    1.80868    1.30989    1007.64
04Z02FEB2015    0.699231    1.13742    1005.35
05Z02FEB2015    1.10012    -0.773815    1003.68
06Z02FEB2015    0.839077    -5.0298    1002.57
07Z02FEB2015    1.36583    -0.913662    1000.07
08Z02FEB2015    1.4544    0.1212    998.396
09Z02FEB2015    2.71302    -2.54986    998.894
10Z02FEB2015    2.23754    -2.58715    1000.68
11Z02FEB2015    1.92988    -3.09526    1002.09
12Z02FEB2015    1.42177    -2.62911    1001.87
13Z02FEB2015    0.909    -2.32145    1001.01
14Z02FEB2015    1.29591    -2.33543    999.559
15Z02FEB2015    0.0745846    -0.615323    998.776
16Z02FEB2015    -0.689908    0.983585    999.117
17Z02FEB2015    -1.13275    1.92988    999.453
18Z02FEB2015    -0.797123    2.57783    1001.27
19Z02FEB2015    -1.05351    4.63823    1002.86
20Z02FEB2015    -1.36583    7.90131    1004.13
21Z02FEB2015    -0.703892    7.05291    1004.11
22Z02FEB2015    -1.56628    10.5258    1003.62
23Z02FEB2015    -1.67349    9.10865    1003.16
00Z03FEB2015    -2.28882    2.82023    1002.73
01Z03FEB2015    1.06749    1.66883    1001.22
02Z03FEB2015    0.536077    1.13742    999.372
03Z03FEB2015    2.79692    -2.35874    997.831
04Z03FEB2015    -0.396231    -1.29125    997.01
05Z03FEB2015    0.503446    -0.498785    996.476
06Z03FEB2015    -0.0932308    -1.28658    996.731
07Z03FEB2015    -0.279692    -3.42623    997.421
08Z03FEB2015    1.30989    -0.652615    998.595
09Z03FEB2015    0.2424    -2.91812    1001.47
10Z03FEB2015    -1.00223    -1.72477    1003.41
11Z03FEB2015    -0.303    -1.94386    1004.98
12Z03FEB2015    -0.7272    -1.95785    1006.25
13Z03FEB2015    0.219092    -2.37738    1006.59
14Z03FEB2015    0.349615    -2.25152    1005.93
15Z03FEB2015    1.02088    -0.0139846    1004.67
16Z03FEB2015    1.10945    -0.438185    1003.59
17Z03FEB2015    0.769154    -1.07682    1002.42
18Z03FEB2015    -0.480138    0.466154    1002.35
19Z03FEB2015    -1.02088    1.47305    1002.16
20Z03FEB2015    0.843738    0.125862    1001.8
21Z03FEB2015    -0.1212    0.0512769    1002.01
22Z03FEB2015    -0.6666    -0.890354    1001.29
23Z03FEB2015    -0.3636    -0.773815    1001.14
00Z04FEB2015    -0.601338    -0.638631    1001.49
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
