tyd    u    v    psl
01Z30JAN2015    1.77605    -1.52898    1010.49
02Z30JAN2015    -1.29125    -1.06283    1010.24
03Z30JAN2015    5.15566    -2.13965    1008.44
04Z30JAN2015    2.59648    -1.29125    1010.49
05Z30JAN2015    -0.783138    1.32388    1012.49
06Z30JAN2015    0.629308    -1.36117    1009.59
07Z30JAN2015    3.61269    -3.09526    1009.93
08Z30JAN2015    3.07662    -2.43332    1005.26
09Z30JAN2015    4.81537    -2.68971    1001.6
10Z30JAN2015    6.56811    -2.56851    1011.23
11Z30JAN2015    8.38145    -3.92035    1019.22
12Z30JAN2015    9.82186    -4.68485    1024.35
13Z30JAN2015    9.68202    -3.91569    1024.59
14Z30JAN2015    9.80788    -3.53811    1021.56
15Z30JAN2015    10.3906    -4.12546    1011.33
16Z30JAN2015    9.999    -4.82935    1007.74
17Z30JAN2015    2.85752    0.312323    1004.32
18Z30JAN2015    1.67349    -1.8786    996.899
19Z30JAN2015    -0.778477    0.983585    987.725
20Z30JAN2015    -0.0372923    1.00689    994.854
21Z30JAN2015    0.0326308    -1.00689    1005.22
22Z30JAN2015    -0.722538    0.102554    1012.27
23Z30JAN2015    0.0606    -0.107215    1010.66
00Z31JAN2015    -0.4242    2.3634    1008.9
01Z31JAN2015    1.16538    1.0302    1009.17
02Z31JAN2015    -0.983585    0.153831    1014.84
03Z31JAN2015    -0.130523    0.713215    1021.56
04Z31JAN2015    -0.936969    -0.801785    1021.81
05Z31JAN2015    0.689908    0.554723    1018.44
06Z31JAN2015    0.209769    1.89725    1017.28
07Z31JAN2015    -0.508108    2.33077    1015.97
08Z31JAN2015    -1.79003    2.95542    1015.2
09Z31JAN2015    -2.69903    5.95745    1013.65
10Z31JAN2015    -2.41468    5.90151    1012.29
11Z31JAN2015    -2.56851    5.85955    1012.82
12Z31JAN2015    -2.11168    5.56588    1018.24
13Z31JAN2015    -1.72477    5.02048    1020.46
14Z31JAN2015    -1.82732    5.72903    1017.98
15Z31JAN2015    -1.80402    5.99474    1013.08
16Z31JAN2015    -1.62222    6.2418    1010.67
17Z31JAN2015    -1.27726    6.59142    1006.68
18Z31JAN2015    0.340292    5.64512    1009.4
19Z31JAN2015    1.2726    5.44934    1015.34
20Z31JAN2015    1.74808    4.47042    1019.53
21Z31JAN2015    1.84597    4.47508    1018.53
22Z31JAN2015    1.37515    4.7268    1018.06
23Z31JAN2015    1.61289    4.38651    1017.86
00Z01FEB2015    0.932308    4.80138    1019.04
01Z01FEB2015    0.442846    5.00649    1017.76
02Z01FEB2015    1.45906    4.1814    1017.78
03Z01FEB2015    1.32388    4.84334    1016.17
04Z01FEB2015    2.06506    4.03223    1014.26
05Z01FEB2015    1.12809    4.44711    1013.02
06Z01FEB2015    -0.438185    7.13682    1010.09
07Z01FEB2015    -1.49635    8.09709    1004.67
08Z01FEB2015    -1.47771    8.05514    1001.62
09Z01FEB2015    -1.86462    8.19498    1003.14
10Z01FEB2015    -2.11168    8.39543    1008.58
11Z01FEB2015    -2.20957    8.44205    1011.54
12Z01FEB2015    -1.78071    7.97589    1010.48
13Z01FEB2015    -1.84597    8.44671    1006.27
14Z01FEB2015    -1.818    8.01318    1004.26
15Z01FEB2015    -1.84131    7.83605    1002
16Z01FEB2015    -0.783138    6.55878    1000.8
17Z01FEB2015    0.0699231    5.91083    1000.04
18Z01FEB2015    0.955615    4.50771    1001.5
19Z01FEB2015    0.675923    5.52858    1003.36
20Z01FEB2015    2.08837    4.30726    1004.06
21Z01FEB2015    1.89258    4.88063    1006.53
22Z01FEB2015    1.90191    4.6662    1007.73
23Z01FEB2015    1.73875    4.62891    1008.05
00Z02FEB2015    1.63154    4.22335    1008.61
01Z02FEB2015    1.78537    4.09283    1007.97
02Z02FEB2015    1.58958    2.77828    1007.09
03Z02FEB2015    2.05574    2.44265    1004.17
04Z02FEB2015    1.0302    2.27949    1002.26
05Z02FEB2015    -0.0745846    3.67795    999.13
06Z02FEB2015    -0.386908    3.16052    997.514
07Z02FEB2015    -0.6666    2.33077    998.098
08Z02FEB2015    -0.4242    1.05351    1000.93
09Z02FEB2015    -1.02554    0.909    1003.16
10Z02FEB2015    -1.6968    1.44042    1004.62
11Z02FEB2015    -1.11877    3.16985    1006.17
12Z02FEB2015    -0.862385    4.20471    1007.22
13Z02FEB2015    -1.37982    4.90394    1007.3
14Z02FEB2015    -1.6968    5.62182    1006.53
15Z02FEB2015    -1.44508    5.99474    1004.71
16Z02FEB2015    -1.86462    6.23248    1003.87
17Z02FEB2015    -1.11411    6.44691    1004.39
18Z02FEB2015    -0.559385    5.75234    1004.37
19Z02FEB2015    0.326308    4.51237    1004.18
20Z02FEB2015    0.550062    4.07885    1002.98
21Z02FEB2015    0.261046    4.21403    1002.79
22Z02FEB2015    0.717877    2.89482    1003.31
23Z02FEB2015    0.293677    2.47994    1004.04
00Z03FEB2015    0.0792462    2.68505    1004.2
01Z31JAN2015    7.5144    -6.54014    1013.22
02Z31JAN2015    0.0745846    -1.818    1013.03
03Z31JAN2015    -2.34942    0.167815    1014.59
04Z31JAN2015    -1.21666    -2.00912    1010.83
05Z31JAN2015    -1.52898    0.419538    1017.45
06Z31JAN2015    -1.818    -0.237738    1013.93
07Z31JAN2015    -1.3938    1.36583    1011.75
08Z31JAN2015    0.382246    1.6968    1013.81
09Z31JAN2015    -0.871708    2.4846    1019.47
10Z31JAN2015    0.978923    1.5756    1025.48
11Z31JAN2015    2.13032    2.22822    1028.36
12Z31JAN2015    3.63134    2.13498    1029.52
13Z31JAN2015    3.06729    2.40535    1026.19
