tyd    u    v    psl
01Z30JAN2015    4.47042    2.61512    1009.34
02Z30JAN2015    -1.09546    -2.78294    1009.37
03Z30JAN2015    1.9998    -1.14208    1007.09
04Z30JAN2015    1.79469    -1.62688    1008.99
05Z30JAN2015    3.41225    -1.70612    1011.48
06Z30JAN2015    2.87151    -0.927646    1007.69
07Z30JAN2015    3.1512    -0.932308    1008.53
08Z30JAN2015    5.33746    0.135185    1003.42
09Z30JAN2015    9.5748    1.62688    999.652
10Z30JAN2015    12.4556    2.11168    1009.03
11Z30JAN2015    10.7868    0.899677    1017.42
12Z30JAN2015    4.74545    -0.419538    1022.76
13Z30JAN2015    7.92462    1.8786    1023.16
14Z30JAN2015    9.31375    3.92502    1020.11
15Z30JAN2015    9.35571    4.68951    1010.55
16Z30JAN2015    9.68202    3.5148    1007.5
17Z30JAN2015    10.5397    2.727    1003.46
18Z30JAN2015    7.30929    0.526754    995.568
19Z30JAN2015    3.51014    -0.107215    986.376
20Z30JAN2015    -1.8786    2.21889    993.673
21Z30JAN2015    1.56628    -0.470815    1004.21
22Z30JAN2015    0.0978923    -0.964938    1011.45
23Z30JAN2015    0.778477    0.755169    1009.82
00Z31JAN2015    -0.717877    0.270369    1008.07
01Z31JAN2015    -0.839077    0.163154    1008.53
02Z31JAN2015    0.974262    0.298338    1013.9
03Z31JAN2015    10.1808    6.86645    1020.38
04Z31JAN2015    6.21849    0.0186462    1021.46
05Z31JAN2015    3.83645    4.15343    1018.64
06Z31JAN2015    4.32591    4.59628    1017.56
07Z31JAN2015    2.93677    6.06932    1015.74
08Z31JAN2015    -0.0233077    5.16498    1015.42
09Z31JAN2015    -0.895015    4.89462    1014.31
10Z31JAN2015    -0.1212    4.86665    1012.44
11Z31JAN2015    0.820431    5.41205    1013.17
12Z31JAN2015    0.386908    5.3934    1018.31
13Z31JAN2015    -0.470815    4.75477    1020.72
14Z31JAN2015    -0.414877    5.19295    1018.43
15Z31JAN2015    -0.372923    6.363    1013.43
16Z31JAN2015    -1.21666    6.33037    1010.9
17Z31JAN2015    -1.56628    5.36543    1007.25
18Z31JAN2015    -2.50791    6.70329    1009.81
19Z31JAN2015    -2.78294    6.25578    1015.65
