tyd    u    v    psl
01Z30JAN2015    1.15606    -5.52392    1009.29
02Z30JAN2015    -1.81334    -5.30949    1009.49
03Z30JAN2015    -1.25395    -5.82692    1007.14
04Z30JAN2015    -0.922985    -6.69863    1009.31
05Z30JAN2015    -0.619985    -5.65445    1011.47
06Z30JAN2015    0.755169    -5.70572    1007.97
07Z30JAN2015    1.81334    -4.10215    1008.66
08Z30JAN2015    2.19092    -4.59162    1003.73
09Z30JAN2015    2.63377    -4.26065    999.956
10Z30JAN2015    6.02737    -2.55918    1009.33
11Z30JAN2015    5.14634    -5.71971    1017.19
12Z30JAN2015    6.32571    -0.8484    1022.98
13Z30JAN2015    7.22538    -1.79935    1023.47
14Z30JAN2015    6.24646    -3.2118    1020.45
15Z30JAN2015    6.1812    -1.41711    1010.93
16Z30JAN2015    3.67795    -1.46838    1007.98
17Z30JAN2015    3.37029    -4.16742    1003.79
18Z30JAN2015    -0.9696    -0.428862    996.078
19Z30JAN2015    -1.42177    -4.92258    986.979
20Z30JAN2015    -3.02068    -2.69437    993.598
21Z30JAN2015    -1.5756    -6.82915    1004.07
22Z30JAN2015    0.111877    -6.56811    1011.28
23Z30JAN2015    0.4848    -2.54986    1009.54
00Z31JAN2015    -0.0139846    -4.60094    1007.86
01Z31JAN2015    1.00223    -2.93211    1008.76
02Z31JAN2015    5.90617    -7.10885    1013.66
03Z31JAN2015    6.57743    -4.07418    1020.24
04Z31JAN2015    -0.619985    -4.20937    1021.54
05Z31JAN2015    -2.74565    -1.43109    1018.54
06Z31JAN2015    -1.48237    4.14877    1017.72
07Z31JAN2015    -0.0745846    4.95522    1016.04
08Z31JAN2015    0.265708    4.6662    1015.65
09Z31JAN2015    0.461492    5.5752    1014.67
10Z31JAN2015    0.130523    6.01338    1012.77
11Z31JAN2015    0.769154    5.98075    1013.52
12Z31JAN2015    0.960277    5.69174    1018.69
13Z31JAN2015    0.498785    4.87131    1021.12
14Z31JAN2015    0.7272    5.97143    1018.44
15Z31JAN2015    0.895015    6.47954    1013.71
16Z31JAN2015    0.433523    6.98765    1011.44
17Z31JAN2015    -1.12809    6.38631    1007.33
