tyd    u    v    psl
01Z30JAN2015    0.764492    -4.16742    1011
02Z30JAN2015    1.04418    -4.70815    1011.19
03Z30JAN2015    0.0512769    -5.10905    1009.01
04Z30JAN2015    -1.46838    -6.05068    1011.51
05Z30JAN2015    -1.08148    -4.93191    1013.28
06Z30JAN2015    -2.15829    -6.77322    1010.67
07Z30JAN2015    -2.43332    -6.26977    1010.59
08Z30JAN2015    -1.49169    -5.44002    1006.5
09Z30JAN2015    -1.16072    -4.22335    1002.85
10Z30JAN2015    0.675923    -3.13722    1012.27
11Z30JAN2015    1.24463    -4.20937    1020.62
12Z30JAN2015    0.983585    -5.43535    1025.77
13Z30JAN2015    0.755169    -5.08574    1025.88
14Z30JAN2015    1.22132    -4.31192    1023.14
15Z30JAN2015    -0.214431    -4.80138    1012.88
16Z30JAN2015    -0.834415    -3.11857    1009.27
17Z30JAN2015    -1.2726    -2.38671    1004.89
18Z30JAN2015    1.66883    -3.50548    997.427
19Z30JAN2015    1.92055    -3.44488    988.16
20Z30JAN2015    1.55695    -3.91569    994.754
21Z30JAN2015    -0.5454    -3.60803    1005.76
22Z30JAN2015    0.377585    -4.35388    1012.56
23Z30JAN2015    -1.07215    -4.33989    1010.64
00Z31JAN2015    2.39603    -2.24686    1009.77
01Z31JAN2015    4.04622    -1.58026    1009.68
02Z31JAN2015    5.2116    2.71768    1015.14
03Z31JAN2015    1.34718    3.09992    1020.83
04Z31JAN2015    2.23288    1.52898    1021.45
05Z31JAN2015    2.19558    5.75234    1018.5
06Z31JAN2015    1.86928    7.44914    1017.27
07Z31JAN2015    1.30989    8.95948    1015.76
08Z31JAN2015    1.25862    9.74262    1014.71
09Z31JAN2015    1.20268    12.6374    1012.97
10Z31JAN2015    1.73409    12.9031    1011.85
11Z31JAN2015    1.25862    13.1828    1012.78
12Z31JAN2015    1.38914    13.5045    1017.72
13Z31JAN2015    0.750508    11.6725    1020.12
14Z31JAN2015    0.619985    11.8776    1017.72
15Z31JAN2015    0.936969    13.9007    1012.75
16Z31JAN2015    0.895015    13.9706    1010.17
17Z31JAN2015    0.163154    13.6536    1005.64
18Z31JAN2015    -0.778477    12.7213    1008.37
19Z31JAN2015    -1.77138    12.8192    1014.49
20Z31JAN2015    -2.32145    12.4463    1019.29
21Z31JAN2015    -1.66417    11.8916    1018.01
22Z31JAN2015    -3.2118    11.4814    1017.35
23Z31JAN2015    -4.06952    12.9125    1017.48
00Z01FEB2015    -4.23734    13.2481    1017.96
01Z01FEB2015    -4.21403    12.9917    1016.97
02Z01FEB2015    -4.848    12.4696    1016.89
03Z01FEB2015    -5.90151    10.6982    1014.64
04Z01FEB2015    -5.10438    11.4627    1012.88
05Z01FEB2015    -4.53102    11.6212    1012.13
06Z01FEB2015    -2.9694    10.7309    1009.29
07Z01FEB2015    -3.2118    10.7448    1003.93
08Z01FEB2015    -3.8178    10.8847    1000.65
09Z01FEB2015    -4.29794    11.3415    1002.34
10Z01FEB2015    -5.70106    11.8683    1007.3
11Z01FEB2015    -4.6662    11.6259    1010.71
12Z01FEB2015    -4.11148    11.8916    1009.6
13Z01FEB2015    -3.46352    11.4208    1005.15
14Z01FEB2015    -3.29105    11.0059    1003.46
15Z01FEB2015    -3.91103    10.2088    1001.44
16Z01FEB2015    -5.151    9.13195    999.869
17Z01FEB2015    -4.28862    8.33949    998.912
18Z01FEB2015    -1.29125    9.77058    1000.53
19Z01FEB2015    -0.643292    10.7495    1001.57
20Z01FEB2015    -1.51966    12.0128    1003.47
21Z01FEB2015    -6.1206    10.5258    1005.14
22Z01FEB2015    -8.10175    8.64249    1006.79
23Z01FEB2015    -10.344    6.26511    1007
00Z02FEB2015    -14.1291    4.57297    1007.1
01Z02FEB2015    -11.2716    2.91812    1006.82
02Z02FEB2015    -4.47974    1.28192    1005.66
03Z02FEB2015    -1.12809    5.78963    1003.23
04Z02FEB2015    0.0652615    5.80362    1001.14
05Z02FEB2015    0.153831    6.45157    998.403
06Z02FEB2015    0.489462    7.64492    997.01
07Z02FEB2015    0.689908    8.181    998.179
08Z02FEB2015    1.85995    7.43049    1001.09
09Z02FEB2015    2.14431    6.67998    1003.15
10Z02FEB2015    2.35408    8.06446    1004.82
11Z02FEB2015    2.29348    8.37212    1006.73
12Z02FEB2015    2.63377    9.08534    1007.71
13Z02FEB2015    2.93211    9.67269    1007.81
14Z02FEB2015    2.67572    9.92908    1006.84
15Z02FEB2015    2.37272    9.7566    1004.87
16Z02FEB2015    1.67349    10.9872    1003.47
17Z02FEB2015    0.717877    12.1666    1003.91
18Z02FEB2015    0.228415    11.9755    1003.75
19Z02FEB2015    -0.419538    10.9966    1003.5
20Z02FEB2015    -0.335631    10.4978    1002.32
21Z02FEB2015    -0.209769    9.95238    1001.71
22Z02FEB2015    -0.536077    8.90354    1002.44
23Z02FEB2015    -0.237738    9.47225    1003.37
00Z03FEB2015    0.233077    9.09932    1003.69
01Z31JAN2015    1.92055    -7.96191    1013.76
02Z31JAN2015    1.42177    -9.17391    1013.29
03Z31JAN2015    -0.629308    -7.75214    1014.79
04Z31JAN2015    -1.15606    -5.94346    1011.41
05Z31JAN2015    1.68282    -2.70369    1017.74
06Z31JAN2015    1.50568    3.27706    1013.92
07Z31JAN2015    2.28882    5.80828    1011.75
08Z31JAN2015    3.33766    6.97832    1013.82
09Z31JAN2015    2.90414    8.80098    1019.56
10Z31JAN2015    3.90171    8.01318    1026.04
11Z31JAN2015    2.74098    7.59365    1028.73
12Z31JAN2015    4.12546    7.23937    1029.92
13Z31JAN2015    3.30969    7.62162    1026.42
14Z31JAN2015    3.01602    8.93151    1024.02
15Z31JAN2015    1.94386    9.00609    1020.49
16Z31JAN2015    1.64086    11.5839    1015.47
17Z31JAN2015    0.354277    13.1595    1012.96
18Z31JAN2015    -2.91346    10.316    1007.2
19Z31JAN2015    -2.80625    9.72397    1002.7
20Z31JAN2015    -2.6664    11.2856    1001.6
21Z31JAN2015    -4.44245    11.1737    1006.69
22Z31JAN2015    -5.19762    9.56548    1010.46
23Z31JAN2015    -8.94083    7.42117    1011.26
00Z01FEB2015    -11.4348    4.98318    1012.03
01Z01FEB2015    -7.29997    4.57297    1015.35
02Z01FEB2015    -4.848    5.02048    1018.18
03Z01FEB2015    -5.29551    5.34212    1021.02
04Z01FEB2015    -5.23957    3.85509    1021.67
