tyd    u    v    psl
01Z30JAN2015    -0.0792462    -1.53365    1011.19
02Z30JAN2015    -0.578031    -1.62688    1011.26
03Z30JAN2015    0.167815    -1.16072    1009.6
04Z30JAN2015    -0.540738    -1.31455    1011.16
05Z30JAN2015    0.517431    -1.29125    1014.02
06Z30JAN2015    -0.983585    -1.34252    1010.86
07Z30JAN2015    -0.433523    -2.07905    1011.11
08Z30JAN2015    1.18403    -2.52655    1006.38
09Z30JAN2015    2.22355    -2.31678    1001.43
10Z30JAN2015    4.30726    -2.57783    1010.98
11Z30JAN2015    4.88995    -2.34942    1019.85
12Z30JAN2015    4.99251    -3.19315    1024.79
13Z30JAN2015    6.32571    -1.77605    1024.58
14Z30JAN2015    6.05068    -1.88326    1022.1
15Z30JAN2015    9.16458    -2.96008    1011.89
16Z30JAN2015    6.26045    -0.480138    1008.58
17Z30JAN2015    1.49169    1.79935    1005.54
18Z30JAN2015    3.17917    -0.172477    997.458
19Z30JAN2015    2.6664    -0.153831    988.253
20Z30JAN2015    0.797123    0.303    994.835
21Z30JAN2015    2.70369    1.16072    1005.69
22Z30JAN2015    2.1816    0.163154    1012.81
23Z30JAN2015    0.312323    -1.25395    1011.26
00Z31JAN2015    0.284354    -0.391569    1009.58
01Z31JAN2015    2.08371    -0.125862    1009.68
02Z31JAN2015    1.59425    -0.1818    1015.12
03Z31JAN2015    0.358938    -1.1514    1021.47
04Z31JAN2015    1.37515    -0.6666    1022.06
05Z31JAN2015    -0.461492    -1.23065    1018.1
06Z31JAN2015    2.53122    1.58492    1016.76
07Z31JAN2015    2.49392    4.51703    1014.88
08Z31JAN2015    2.74098    6.45623    1013.8
09Z31JAN2015    2.7876    7.65891    1011.82
10Z31JAN2015    3.23977    7.80808    1010.8
11Z31JAN2015    3.43555    8.13905    1011.49
12Z31JAN2015    3.65931    8.68445    1016.27
13Z31JAN2015    3.33766    8.40475    1018.66
14Z31JAN2015    3.38894    8.44671    1016.48
