tyd    u    v    psl
01Z30JAN2015    2.08371    -3.78517    1010.92
02Z30JAN2015    0.214431    -3.39826    1011.24
03Z30JAN2015    0.806446    -3.34232    1009.06
04Z30JAN2015    2.42866    -3.92502    1010.28
05Z30JAN2015    1.96251    -3.43089    1013.06
06Z30JAN2015    1.59891    -4.51237    1009.99
07Z30JAN2015    2.11634    -3.31435    1011.13
08Z30JAN2015    2.16295    -4.1208    1005.59
09Z30JAN2015    3.30503    -3.94832    1001.94
10Z30JAN2015    4.67552    -4.37252    1011.82
11Z30JAN2015    4.22335    -4.22802    1020.02
12Z30JAN2015    4.33057    -5.80828    1025.28
13Z30JAN2015    4.04155    -3.23977    1025.64
14Z30JAN2015    3.84577    -3.67329    1022.69
15Z30JAN2015    3.48217    -3.08594    1012.85
16Z30JAN2015    1.70612    -2.05108    1009.55
17Z30JAN2015    2.1816    -3.8178    1005.12
18Z30JAN2015    5.19295    -5.02048    997.041
19Z30JAN2015    4.52169    -4.88995    988.023
20Z30JAN2015    3.44488    -5.36543    994.736
21Z30JAN2015    2.29348    -5.42603    1005.69
22Z30JAN2015    2.01378    -5.37942    1012.37
23Z30JAN2015    0.503446    -5.50528    1010.56
00Z31JAN2015    1.45906    -4.16742    1008.96
01Z31JAN2015    1.31455    -2.89948    1009.43
02Z31JAN2015    1.58958    -3.3936    1014.53
03Z31JAN2015    3.85509    -4.03689    1020.5
04Z31JAN2015    2.61978    -3.76186    1021.28
05Z31JAN2015    1.06749    -4.28395    1017.65
06Z31JAN2015    0.759831    -0.433523    1016.39
07Z31JAN2015    0.559385    1.02088    1014.35
08Z31JAN2015    0.0652615    1.37982    1013.94
09Z31JAN2015    0.111877    3.27706    1012.49
10Z31JAN2015    -0.186462    3.86442    1011.91
11Z31JAN2015    0.228415    4.49372    1012.33
12Z31JAN2015    0.391569    4.4844    1017.66
13Z31JAN2015    1.19335    2.34942    1020.16
14Z31JAN2015    1.32388    2.20025    1017.53
15Z31JAN2015    0.633969    3.66397    1012.31
16Z31JAN2015    -0.466154    2.88549    1009.92
17Z31JAN2015    -0.489462    1.77605    1005.54
18Z31JAN2015    -1.13742    0.228415    1007.23
19Z31JAN2015    -1.74342    -0.573369    1013.02
20Z31JAN2015    -2.19558    -1.212    1017.62
21Z31JAN2015    -0.6666    0.265708    1016.46
22Z31JAN2015    -0.330969    -0.633969    1015.78
23Z31JAN2015    0.256385    -2.19558    1015.61
00Z01FEB2015    1.09546    -2.74565    1016.48
01Z01FEB2015    -0.582692    -2.02311    1015.94
02Z01FEB2015    0.0279692    -2.08837    1016.24
03Z01FEB2015    -1.73409    -1.26328    1013.91
04Z01FEB2015    1.03952    -0.475477    1012.26
05Z01FEB2015    0.638631    0.0885692    1011.1
06Z01FEB2015    1.39846    -0.540738    1008.37
07Z01FEB2015    0.647954    1.12809    1003.11
08Z01FEB2015    0.251723    0.685246    1000.9
09Z01FEB2015    0.731862    -0.237738    1002.03
10Z01FEB2015    1.06283    2.27949    1006.74
11Z01FEB2015    -5.14634    1.65485    1010.09
12Z01FEB2015    -5.07175    1.24463    1009.61
13Z01FEB2015    -6.75457    1.83665    1004.43
14Z01FEB2015    -6.58675    1.92055    1002.41
15Z01FEB2015    -5.55655    2.424    1000.53
16Z01FEB2015    -3.44954    1.11877    998.819
17Z01FEB2015    0.265708    -0.568708    998.459
18Z01FEB2015    0.759831    -2.3028    999.919
19Z01FEB2015    -0.107215    -1.30523    1001.81
20Z01FEB2015    -2.43332    -3.19315    1003.13
21Z01FEB2015    -2.23288    -2.43798    1005.26
22Z01FEB2015    2.25618    -2.20957    1006.26
23Z01FEB2015    1.22132    -2.46595    1006.28
00Z02FEB2015    0.592015    -1.82732    1006.71
01Z02FEB2015    -2.88083    -3.1512    1007.02
02Z02FEB2015    -0.904338    -0.372923    1006
03Z02FEB2015    0.792462    -1.50568    1003.9
04Z02FEB2015    2.69437    -2.76429    1001.9
05Z02FEB2015    2.8482    -1.31922    999.105
06Z02FEB2015    2.73632    -0.820431    997.253
07Z02FEB2015    1.19802    1.4544    998.198
08Z02FEB2015    0.941631    2.15363    1001.52
09Z02FEB2015    1.54297    3.17451    1004.02
10Z02FEB2015    0.918323    3.77118    1005.62
11Z02FEB2015    0.839077    3.94832    1007.4
12Z02FEB2015    0.811108    4.37252    1008.19
13Z02FEB2015    0.0372923    5.17431    1008.48
14Z02FEB2015    -0.1818    5.8176    1007.39
15Z02FEB2015    -0.284354    5.92948    1005.13
16Z02FEB2015    -0.475477    5.91549    1004.61
17Z02FEB2015    -0.820431    4.9086    1004.62
18Z02FEB2015    -0.638631    3.42157    1004.04
19Z02FEB2015    -1.05351    1.8786    1002.99
20Z02FEB2015    -0.885692    2.47062    1002.6
21Z02FEB2015    -0.629308    1.37515    1002
22Z02FEB2015    -0.871708    0.498785    1002.37
23Z02FEB2015    -0.321646    0.741185    1003.44
00Z03FEB2015    0.298338    0.689908    1003.28
01Z31JAN2015    -0.0186462    -6.43292    1014.51
02Z31JAN2015    0.526754    -4.49838    1013.84
03Z31JAN2015    1.49169    -5.44934    1014.53
