tyd    u    v    psl
01Z30JAN2015    3.42623    -7.79409    1009.86
02Z30JAN2015    3.58472    -6.41894    1010.4
03Z30JAN2015    2.11634    -7.54237    1007.76
04Z30JAN2015    2.27949    -6.64735    1009.12
05Z30JAN2015    3.08594    -5.79429    1012.26
06Z30JAN2015    2.15829    -7.32794    1008.24
07Z30JAN2015    3.23045    -4.50771    1009.82
08Z30JAN2015    3.32834    -4.52169    1004.62
09Z30JAN2015    4.14877    -4.82003    1001.08
10Z30JAN2015    5.04378    -4.848    1010.55
11Z30JAN2015    5.94346    -5.59851    1018.55
12Z30JAN2015    6.75923    -4.75477    1024.4
13Z30JAN2015    6.41428    -5.07175    1024.61
14Z30JAN2015    6.69863    -5.41205    1021.63
15Z30JAN2015    7.23005    -6.41894    1010.87
16Z30JAN2015    5.30483    -5.31882    1008.14
17Z30JAN2015    5.57054    -4.7874    1004.22
18Z30JAN2015    1.11877    -6.14857    996.035
19Z30JAN2015    0.1212    -2.58715    986.973
20Z30JAN2015    -0.135185    -1.6362    994.319
21Z30JAN2015    2.03243    -3.10925    1004.68
22Z30JAN2015    -0.5454    -3.78517    1011.52
23Z30JAN2015    -0.960277    -2.27017    1010.22
00Z31JAN2015    -0.783138    -2.15363    1008.56
01Z31JAN2015    -0.713215    -2.83888    1008.73
02Z31JAN2015    4.11148    -5.37475    1014.38
03Z31JAN2015    6.07398    -4.85732    1020.13
04Z31JAN2015    -0.643292    -2.52189    1021.41
05Z31JAN2015    1.23065    -3.44488    1017.49
06Z31JAN2015    0.946292    -0.610662    1016.03
07Z31JAN2015    1.67349    -1.84131    1014.37
08Z31JAN2015    1.66883    -1.31922    1013.7
09Z31JAN2015    2.121    0.470815    1011.89
10Z31JAN2015    2.67106    1.89258    1010.91
11Z31JAN2015    3.36097    2.53588    1011.37
12Z31JAN2015    2.69903    2.22822    1016.78
13Z31JAN2015    2.56385    1.50102    1018.99
14Z31JAN2015    2.41468    1.33786    1016.53
15Z31JAN2015    3.21646    3.2118    1011.52
16Z31JAN2015    3.17917    2.68505    1009.22
17Z31JAN2015    1.14208    0.839077    1005.15
18Z31JAN2015    -3.23045    -2.83422    1006.59
19Z31JAN2015    -3.07195    -4.79672    1012.42
20Z31JAN2015    -2.01845    -5.61249    1017.23
21Z31JAN2015    0.825092    -5.58452    1016.04
22Z31JAN2015    -2.74098    -6.75923    1015.22
23Z31JAN2015    -5.67775    -5.45866    1014.96
00Z01FEB2015    -4.62425    -3.07662    1015.93
01Z01FEB2015    -3.65931    -3.56608    1015.36
02Z01FEB2015    -1.19335    -3.32368    1015.74
