tyd    u    v    psl
01Z30JAN2015    7.2114    -1.30523    1009.51
02Z30JAN2015    1.7574    -1.36583    1009.93
03Z30JAN2015    0.0932308    -0.564046    1007.69
04Z30JAN2015    1.9998    -2.424    1009.47
05Z30JAN2015    4.57297    -3.2724    1011.86
06Z30JAN2015    8.85226    -3.77585    1007.92
07Z30JAN2015    -2.17694    2.13965    1009.36
08Z30JAN2015    -1.20734    1.1514    1004.25
09Z30JAN2015    3.55209    -1.65485    1000.5
10Z30JAN2015    3.92502    -0.0372923    1009.58
11Z30JAN2015    4.71282    -7.30929    1017.57
12Z30JAN2015    9.7566    -6.51217    1022.85
13Z30JAN2015    4.21869    -4.79672    1023.41
14Z30JAN2015    7.60763    -6.44225    1020.34
15Z30JAN2015    9.31375    -5.59385    1010.6
16Z30JAN2015    6.37232    -2.98805    1007.61
17Z30JAN2015    11.5606    -2.00446    1002.97
18Z30JAN2015    10.3766    -3.18383    995.028
19Z30JAN2015    0.755169    -2.55452    987.184
20Z30JAN2015    2.70369    0.811108    994.126
21Z30JAN2015    -0.750508    -1.96717    1005.07
22Z30JAN2015    0.358938    0.223754    1011.55
23Z30JAN2015    2.88083    0.675923    1010.12
00Z31JAN2015    1.95318    0.0279692    1008.53
01Z31JAN2015    3.20714    0.661938    1008.45
02Z31JAN2015    10.2787    -4.95988    1013.26
03Z31JAN2015    4.59162    -5.01115    1019.82
04Z31JAN2015    -0.0839077    0.988246    1021.48
05Z31JAN2015    1.13275    1.18403    1018.02
06Z31JAN2015    1.04418    1.84131    1016.6
07Z31JAN2015    -0.0978923    1.515    1015.71
08Z31JAN2015    -1.27726    2.2422    1015.04
09Z31JAN2015    -0.321646    3.20248    1012.84
10Z31JAN2015    -0.298338    4.09283    1012.04
11Z31JAN2015    -0.153831    3.96231    1012.38
12Z31JAN2015    -0.661938    3.88772    1017.5
13Z31JAN2015    -0.694569    3.25375    1020.15
14Z31JAN2015    -0.610662    3.01135    1017.68
15Z31JAN2015    -0.764492    4.26531    1012.99
16Z31JAN2015    -1.54297    4.60094    1011.26
17Z31JAN2015    -0.7878    3.8784    1007.43
18Z31JAN2015    -0.615323    2.31212    1010.09
19Z31JAN2015    -0.857723    1.90191    1016.46
20Z31JAN2015    0.643292    1.515    1020.41
21Z31JAN2015    -0.107215    0.587354    1019.84
22Z31JAN2015    0.149169    1.06749    1018.7
23Z31JAN2015    -0.200446    0.494123    1018.82
00Z01FEB2015    -1.00689    0.568708    1019.53
01Z01FEB2015    -1.35185    0.918323    1018.37
02Z01FEB2015    -1.38448    1.45906    1018.97
03Z01FEB2015    -1.32388    -0.978923    1016.7
04Z01FEB2015    -0.843738    -1.19802    1014.71
05Z01FEB2015    -0.834415    0.978923    1013.48
06Z01FEB2015    -1.45906    1.48237    1010.71
07Z01FEB2015    -2.27017    1.68282    1005.11
08Z01FEB2015    -3.62202    2.07438    1002.13
09Z01FEB2015    -3.02068    4.09749    1003.16
10Z01FEB2015    -3.25842    4.86665    1007.69
11Z01FEB2015    -3.34232    5.0298    1011.11
12Z01FEB2015    -4.05088    5.64512    1009.72
13Z01FEB2015    -3.43555    6.07865    1005.48
14Z01FEB2015    -2.75497    5.71505    1003.51
15Z01FEB2015    -2.52655    5.22092    1001.99
16Z01FEB2015    -2.68971    4.70349    1000.53
17Z01FEB2015    -0.909    4.04155    1000.48
18Z01FEB2015    0.0419538    1.43109    1001.55
19Z01FEB2015    -0.410215    -0.2424    1003
20Z01FEB2015    -1.98115    -0.349615    1005.12
21Z01FEB2015    -1.39846    -1.0302    1006.79
22Z01FEB2015    -1.98115    -2.2422    1009.01
23Z01FEB2015    -1.29591    -3.02534    1009.21
00Z02FEB2015    -1.818    -2.34009    1009.24
01Z02FEB2015    -1.24929    -3.06729    1009.02
02Z02FEB2015    -0.699231    -2.25152    1007.5
03Z02FEB2015    0.0606    -0.349615    1004.25
04Z02FEB2015    0.438185    1.37982    1002.13
05Z02FEB2015    1.23065    0.158492    999.217
06Z02FEB2015    -1.08148    0.503446    997.371
07Z02FEB2015    -1.24929    0.820431    998.328
08Z02FEB2015    -0.685246    1.30057    1001.38
09Z02FEB2015    -1.42177    1.28192    1002.78
10Z02FEB2015    2.95075    0.773815    1004.31
11Z02FEB2015    4.49372    0.904338    1005.74
12Z02FEB2015    5.25822    0.829754    1006.53
13Z02FEB2015    5.68708    1.31922    1006.82
14Z02FEB2015    5.61715    1.58958    1006.06
15Z02FEB2015    3.37495    2.13032    1004.57
16Z02FEB2015    -0.172477    4.242    1004.27
17Z02FEB2015    -0.130523    3.96231    1005.04
18Z02FEB2015    -0.0372923    2.09303    1004.69
19Z02FEB2015    -0.5454    1.25395    1003.76
20Z02FEB2015    -0.205108    0.941631    1003.24
21Z02FEB2015    -0.699231    0.573369    1003.28
22Z02FEB2015    -0.265708    0.661938    1003.59
23Z02FEB2015    -1.17937    0.461492    1004.38
00Z03FEB2015    -0.829754    0.694569    1004.57
01Z31JAN2015    12.5209    -4.1814    1011.95
02Z31JAN2015    5.14634    -4.01825    1011.91
03Z31JAN2015    10.274    -2.67106    1012.47
04Z31JAN2015    9.19722    3.44954    1010.34
05Z31JAN2015    14.1431    -2.44265    1015.58
06Z31JAN2015    5.5752    -1.22132    1012.87
07Z31JAN2015    7.37922    -1.41711    1010.83
08Z31JAN2015    9.05737    -0.494123    1012.52
09Z31JAN2015    6.59142    -0.377585    1019.76
10Z31JAN2015    8.3628    0.955615    1025.22
11Z31JAN2015    7.13682    -0.0326308    1027.57
12Z31JAN2015    9.51886    -0.316985    1028.39
13Z31JAN2015    8.85692    0.811108    1024.94
14Z31JAN2015    7.71018    1.37049    1022.85
15Z31JAN2015    5.80362    0.503446    1019.9
16Z31JAN2015    2.99737    3.09526    1015.92
17Z31JAN2015    -1.17471    4.28395    1014.5
18Z31JAN2015    -0.717877    2.70369    1008.99
19Z31JAN2015    -1.12809    1.3938    1004.63
20Z31JAN2015    -0.941631    -0.0699231    1003.83
21Z31JAN2015    -1.50568    -1.85529    1008.65
22Z31JAN2015    -1.24463    -2.97872    1012.93
23Z31JAN2015    -2.59648    -4.80605    1013.68
00Z01FEB2015    -2.37272    -4.36786    1013.91
01Z01FEB2015    -1.46838    -3.22112    1016.9
02Z01FEB2015    0.703892    1.17005    1019.39
03Z01FEB2015    0.3636    0.0139846    1021.94
04Z01FEB2015    0.233077    0.652615    1022.75
05Z01FEB2015    -0.442846    1.03486    1023.25
06Z01FEB2015    -0.862385    1.02088    1022.82
07Z01FEB2015    -2.45197    0.289015    1023.54
08Z01FEB2015    -3.07195    -0.0372923    1024.07
09Z01FEB2015    -3.67795    0.135185    1021.11
10Z01FEB2015    -3.50082    0.731862    1018.22
11Z01FEB2015    -4.13945    2.99271    1015.81
12Z01FEB2015    -4.40049    4.53102    1014.9
13Z01FEB2015    -3.57074    3.44954    1013.5
14Z01FEB2015    -2.68038    4.79206    1012.98
15Z01FEB2015    -1.73409    4.545    1010.78
16Z01FEB2015    -1.40312    4.15809    1009.68
17Z01FEB2015    -1.48703    3.39826    1009.63
18Z01FEB2015    -1.46372    1.23065    1011.3
19Z01FEB2015    -1.43109    0.340292    1013.52
20Z01FEB2015    -1.14208    -1.22132    1016.81
21Z01FEB2015    -2.07905    -2.79692    1017.32
22Z01FEB2015    -2.10702    -5.97609    1017.21
23Z01FEB2015    -2.14431    -6.16722    1017.22
00Z02FEB2015    -2.10235    -6.67532    1016.11
01Z02FEB2015    -1.2726    -6.97366    1014.84
02Z02FEB2015    -1.61755    -6.97832    1012.42
03Z02FEB2015    -1.38914    -6.89442    1010.22
04Z02FEB2015    -1.88326    -6.12992    1007.61
05Z02FEB2015    -2.17694    -5.28152    1005.81
06Z02FEB2015    -1.73875    -1.7574    1003.86
07Z02FEB2015    -2.79692    -0.745846    1001.86
08Z02FEB2015    -3.65931    -1.07682    1000.01
09Z02FEB2015    -4.54034    -1.03486    1000.32
10Z02FEB2015    -3.8784    0.0839077    1001.34
11Z02FEB2015    -3.22112    2.70369    1002.6
12Z02FEB2015    -3.14654    4.83868    1002.37
13Z02FEB2015    -2.07905    4.15343    1001.39
14Z02FEB2015    -1.85529    4.26531    999.925
15Z02FEB2015    -1.32854    4.41914    999.714
16Z02FEB2015    -0.587354    3.54743    1000.74
17Z02FEB2015    -0.503446    2.4846    1001.38
18Z02FEB2015    -0.573369    1.09546    1003.56
19Z02FEB2015    -1.22132    0.867046    1005.69
20Z02FEB2015    0.540738    1.36117    1007.1
21Z02FEB2015    -0.205108    0.7272    1006.44
22Z02FEB2015    -0.680585    0.582692    1006.35
23Z02FEB2015    -1.20734    -0.480138    1006.02
00Z03FEB2015    -0.932308    -1.08148    1004.62
01Z03FEB2015    -2.76895    -3.99494    1003.2
02Z03FEB2015    -2.62911    -3.52878    1001.16
03Z03FEB2015    -2.44265    -2.89948    999.192
04Z03FEB2015    -0.820431    0.251723    997.657
05Z03FEB2015    0.8484    0.717877    996.992
06Z03FEB2015    -0.0978923    0.158492    996.625
07Z03FEB2015    -1.52898    0.750508    997.551
08Z03FEB2015    -0.200446    1.58492    998.863
09Z03FEB2015    -0.163154    1.6362    1001.17
10Z03FEB2015    1.53831    0.573369    1003.1
11Z03FEB2015    2.94143    -0.372923    1004.58
12Z03FEB2015    3.73855    0.433523    1005.99
13Z03FEB2015    2.96474    1.22598    1006.77
14Z03FEB2015    1.82732    2.40535    1006.33
15Z03FEB2015    -0.0792462    3.89238    1005.56
16Z03FEB2015    0.615323    3.87374    1004.18
17Z03FEB2015    -0.624646    3.31902    1003.51
18Z03FEB2015    0.130523    1.92055    1002.77
19Z03FEB2015    -0.512769    0.489462    1002.83
20Z03FEB2015    0.116538    -0.0466154    1002.55
21Z03FEB2015    0.144508    0.629308    1003.04
22Z03FEB2015    0.396231    1.24929    1002.21
23Z03FEB2015    -0.517431    0.736523    1001.99
00Z04FEB2015    -0.559385    0.834415    1002.98
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
