tyd    u    v    psl
01Z30JAN2015    1.77605    -6.5448    1009.27
02Z30JAN2015    -0.368262    -7.36523    1009.46
03Z30JAN2015    1.14208    -4.51237    1007.16
04Z30JAN2015    1.53831    -3.85509    1009.01
05Z30JAN2015    0.247062    -7.60763    1011.19
06Z30JAN2015    -0.466154    -6.47488    1007.55
07Z30JAN2015    -0.358938    -7.14614    1008.7
08Z30JAN2015    0.978923    -8.31152    1003.03
09Z30JAN2015    2.85752    -8.04115    999.155
10Z30JAN2015    3.26774    -5.60317    1008.75
11Z30JAN2015    2.85286    -8.10642    1016.87
12Z30JAN2015    3.39826    -8.41408    1021.65
13Z30JAN2015    2.90414    -5.12303    1021.77
14Z30JAN2015    4.68018    -8.74505    1018.86
15Z30JAN2015    5.54257    -12.987    1008.5
16Z30JAN2015    3.64066    -11.4767    1005.82
17Z30JAN2015    5.42603    -5.95278    1001.66
18Z30JAN2015    -1.90191    -7.90597    995.133
19Z30JAN2015    0.0745846    -5.72903    986.252
20Z30JAN2015    0.974262    -2.45197    993.654
21Z30JAN2015    -0.689908    0.559385    1004.1
22Z30JAN2015    -0.0326308    -1.10478    1011.68
23Z30JAN2015    -1.54763    2.70369    1009.96
00Z31JAN2015    -1.58492    1.63154    1007.92
01Z31JAN2015    -0.736523    1.19335    1008.26
02Z31JAN2015    -0.811108    -0.0419538    1013.4
03Z31JAN2015    -0.871708    -0.335631    1019.86
04Z31JAN2015    1.03952    0.685246    1021.47
05Z31JAN2015    -0.396231    2.57317    1018.17
06Z31JAN2015    0.163154    1.2726    1016.48
07Z31JAN2015    -1.34718    2.43798    1014.99
08Z31JAN2015    -1.05351    3.07662    1013.93
09Z31JAN2015    -2.02311    4.34455    1011.8
10Z31JAN2015    -2.48926    3.89705    1010.6
11Z31JAN2015    -1.79469    3.07662    1011.39
12Z31JAN2015    -1.52898    3.46818    1015.56
13Z31JAN2015    -2.16295    3.20714    1018.62
14Z31JAN2015    -2.46129    3.27706    1016.02
15Z31JAN2015    -1.58026    3.24909    1011.22
16Z31JAN2015    -1.53365    4.242    1009.01
