tyd    u    v    psl
01Z30JAN2015    1.49635    -4.64289    1010.93
02Z30JAN2015    0.223754    -5.76632    1011.06
03Z30JAN2015    0.307662    -5.62182    1008.93
04Z30JAN2015    1.05351    -5.74302    1010.88
05Z30JAN2015    0.452169    -5.34678    1013.49
06Z30JAN2015    0.797123    -5.63114    1009.83
07Z30JAN2015    2.57783    -5.10905    1010.55
08Z30JAN2015    3.63134    -5.01582    1005.63
09Z30JAN2015    4.50305    -4.74078    1002.06
10Z30JAN2015    5.14168    -5.94346    1011.13
11Z30JAN2015    5.5752    -6.46555    1019.52
12Z30JAN2015    6.95968    -6.85712    1024.26
13Z30JAN2015    6.69397    -5.58452    1024.72
14Z30JAN2015    6.30706    -6.25112    1021.99
15Z30JAN2015    6.55878    -4.1814    1011.96
16Z30JAN2015    6.2418    -4.90394    1008.53
17Z30JAN2015    2.62445    -5.14634    1004.42
18Z30JAN2015    1.40312    -4.53568    997.16
19Z30JAN2015    2.43798    -4.85732    987.961
20Z30JAN2015    2.85286    -5.10905    994.611
21Z30JAN2015    3.36097    -4.71748    1005.38
22Z30JAN2015    3.78051    -4.31658    1012.34
23Z30JAN2015    3.5148    -4.38651    1010.46
00Z31JAN2015    2.54054    -4.26531    1009.39
01Z31JAN2015    0.466154    -2.62445    1010.17
02Z31JAN2015    1.05817    -2.61046    1014.94
03Z31JAN2015    1.28658    -3.47751    1021.31
04Z31JAN2015    0.344954    -0.806446    1022.24
05Z31JAN2015    -1.19335    0.601338    1018.2
06Z31JAN2015    1.06283    1.45906    1017.08
07Z31JAN2015    -0.205108    4.53568    1015.22
08Z31JAN2015    1.23065    6.29774    1014.32
09Z31JAN2015    0.279692    7.95258    1013.48
10Z31JAN2015    0.428862    8.29288    1012.22
11Z31JAN2015    0.438185    8.32551    1012.49
12Z31JAN2015    0.624646    8.92685    1017.74
13Z31JAN2015    0.578031    8.16235    1020.01
14Z31JAN2015    0.797123    8.41408    1017.62
15Z31JAN2015    0.452169    9.04805    1012.97
16Z31JAN2015    0.186462    9.52818    1010.21
17Z31JAN2015    0.610662    9.50022    1005.99
18Z31JAN2015    0.279692    9.98502    1008.52
19Z31JAN2015    -0.177138    11.1178    1014.76
20Z31JAN2015    -0.0466154    12.0454    1019.02
21Z31JAN2015    0.442846    10.9406    1018.08
22Z31JAN2015    -0.396231    11.6538    1016.7
23Z31JAN2015    -0.526754    11.2203    1016.85
00Z01FEB2015    -1.10012    11.1504    1017.54
01Z01FEB2015    -0.680585    9.61675    1016.32
02Z01FEB2015    -1.9998    7.9386    1016.51
03Z01FEB2015    -1.30989    6.19985    1014.9
04Z01FEB2015    -1.20268    5.12303    1013.2
05Z01FEB2015    -1.02088    3.98095    1011.66
06Z01FEB2015    -0.279692    3.49615    1009.26
07Z01FEB2015    -0.405554    6.62405    1003.05
08Z01FEB2015    -0.974262    8.76369    1000.42
09Z01FEB2015    -0.531415    10.6376    1002.18
10Z01FEB2015    0.0559385    11.0712    1006.56
11Z01FEB2015    0.116538    11.3742    1010.11
12Z01FEB2015    0.391569    11.2576    1008.68
13Z01FEB2015    0.675923    10.7728    1004.83
14Z01FEB2015    0.298338    10.7169    1002.7
15Z01FEB2015    0.764492    10.563    1000.83
16Z01FEB2015    1.39846    9.88246    999.279
17Z01FEB2015    1.4544    8.09243    998.738
18Z01FEB2015    1.70612    7.29531    1000.09
19Z01FEB2015    1.54763    6.43758    1001.77
20Z01FEB2015    0.344954    5.86888    1002.64
21Z01FEB2015    0.661938    4.92725    1004.15
22Z01FEB2015    0.400892    5.91083    1006.61
23Z01FEB2015    -2.41002    8.47934    1006.42
00Z02FEB2015    -2.17694    9.61675    1006.82
01Z02FEB2015    -3.03466    6.64269    1007.2
02Z02FEB2015    -0.941631    4.58229    1005.36
03Z02FEB2015    0.0466154    1.54763    1003.44
04Z02FEB2015    -0.144508    -0.330969    1001.14
05Z02FEB2015    -0.223754    -0.647954    998.999
06Z02FEB2015    0.652615    0.382246    997.247
07Z02FEB2015    0.1212    2.27949    997.694
08Z02FEB2015    -0.0512769    3.96697    1000.78
09Z02FEB2015    0.447508    3.50548    1002.62
10Z02FEB2015    0.657277    4.10215    1004.98
11Z02FEB2015    1.48237    5.08108    1005.95
12Z02FEB2015    1.01622    5.64978    1007.39
13Z02FEB2015    0.904338    6.26977    1007.63
14Z02FEB2015    1.05351    7.10885    1006.13
15Z02FEB2015    0.890354    7.57966    1004.66
16Z02FEB2015    0.834415    7.54703    1003.47
17Z02FEB2015    0.964938    7.35125    1004.02
18Z02FEB2015    1.02554    7.23471    1003.54
19Z02FEB2015    1.29591    7.30463    1003.08
20Z02FEB2015    0.792462    7.575    1002.32
21Z02FEB2015    0.839077    7.41651    1001.86
22Z02FEB2015    0.857723    6.70795    1002.02
23Z02FEB2015    1.06749    6.54014    1003.06
00Z03FEB2015    0.922985    6.49352    1003.68
01Z31JAN2015    0.442846    -8.76369    1013.38
02Z31JAN2015    -0.372923    -7.14148    1013.06
03Z31JAN2015    0.0139846    -4.85266    1014.61
04Z31JAN2015    0.0699231    -5.454    1011.08
05Z31JAN2015    2.52189    -3.18849    1017.3
06Z31JAN2015    2.07438    -2.95542    1013.7
07Z31JAN2015    1.32854    -0.773815    1011.78
08Z31JAN2015    -0.0652615    2.18626    1013.21
09Z31JAN2015    0.853062    5.38874    1019.5
10Z31JAN2015    2.10702    6.80118    1025.66
11Z31JAN2015    0.946292    5.43535    1027.83
12Z31JAN2015    2.06506    5.78497    1029.54
13Z31JAN2015    1.46838    5.91083    1026.15
14Z31JAN2015    1.02088    7.32328    1023.71
15Z31JAN2015    1.17937    7.43982    1020.24
16Z31JAN2015    0.7878    8.96414    1015.43
17Z31JAN2015    0.275031    8.72174    1013.11
18Z31JAN2015    -0.470815    8.13905    1007.2
19Z31JAN2015    -0.909    8.81963    1002.42
20Z31JAN2015    -0.438185    6.92238    1001.34
21Z31JAN2015    -1.37982    5.95745    1006.27
22Z31JAN2015    -3.21646    8.34415    1010.14
23Z31JAN2015    -2.67572    9.51886    1011.17
00Z01FEB2015    -2.66174    6.94569    1011.74
01Z01FEB2015    0.368262    5.92948    1015.66
02Z01FEB2015    -2.92278    4.53568    1018.4
03Z01FEB2015    1.35651    0.410215    1020.89
04Z01FEB2015    -1.01622    3.16985    1022.2
05Z01FEB2015    -3.24443    6.77788    1021.72
06Z01FEB2015    -5.23491    9.13662    1021.12
07Z01FEB2015    -3.85043    8.78234    1022.05
08Z01FEB2015    -3.23977    8.77302    1022.11
09Z01FEB2015    0.0419538    7.29065    1019.08
10Z01FEB2015    -0.312323    7.52838    1016.23
