tyd    u    v    psl
01Z30JAN2015    -1.47305    0.689908    1009.25
02Z30JAN2015    2.84354    -1.1514    1009.4
03Z30JAN2015    2.39137    -0.806446    1006.99
04Z30JAN2015    2.62445    -1.90191    1009.11
05Z30JAN2015    3.07662    -4.02757    1011.43
06Z30JAN2015    1.14674    -1.71545    1007.8
07Z30JAN2015    0.438185    -0.447508    1008.7
08Z30JAN2015    -0.130523    -2.22355    1003.51
09Z30JAN2015    4.00892    -2.43332    999.807
10Z30JAN2015    7.27666    -4.13945    1009.11
11Z30JAN2015    7.10418    -8.09709    1016.94
12Z30JAN2015    6.33503    -5.67309    1022.72
13Z30JAN2015    6.04135    -5.26754    1023.23
14Z30JAN2015    3.64532    -4.75011    1020.17
15Z30JAN2015    4.95055    -3.93434    1010.5
16Z30JAN2015    0.7878    6.21849    1007.55
17Z30JAN2015    -0.326308    0.396231    1003.64
18Z30JAN2015    1.46372    1.03952    995.854
19Z30JAN2015    0.890354    -4.55898    986.55
20Z30JAN2015    -2.2422    0.801785    993.704
21Z30JAN2015    -0.316985    1.93454    1004.33
22Z30JAN2015    2.97406    0.200446    1011.49
23Z30JAN2015    0.708554    -1.17471    1009.76
00Z31JAN2015    1.61755    0.1818    1007.97
01Z31JAN2015    0.4848    0.135185    1008.58
02Z31JAN2015    1.78071    -2.22355    1013.74
03Z31JAN2015    3.333    5.44002    1020.42
04Z31JAN2015    5.20694    1.31922    1021.55
05Z31JAN2015    0.139846    3.30969    1018.56
06Z31JAN2015    2.29348    4.08817    1017.75
07Z31JAN2015    1.33786    5.13702    1015.99
08Z31JAN2015    -0.470815    4.14411    1015.56
09Z31JAN2015    -1.13275    5.18363    1014.49
10Z31JAN2015    -1.12809    5.03912    1012.57
11Z31JAN2015    -0.400892    5.5146    1013.25
12Z31JAN2015    -0.564046    4.68485    1018.47
13Z31JAN2015    -0.927646    4.40515    1020.84
14Z31JAN2015    -1.62688    4.62891    1018.6
15Z31JAN2015    -0.610662    5.48663    1013.67
16Z31JAN2015    -0.466154    6.07865    1011.24
17Z31JAN2015    -1.38448    6.56811    1007.29
18Z31JAN2015    -2.7876    4.6662    1009.94
19Z31JAN2015    -2.89948    5.37942    1015.91
20Z31JAN2015    -2.45197    5.49595    1019.95
21Z31JAN2015    -2.40069    5.70572    1018.85
22Z31JAN2015    -3.56142    4.86665    1018.5
23Z31JAN2015    -3.96231    3.93434    1018.41
00Z01FEB2015    -5.56588    0.316985    1019.03
01Z01FEB2015    -5.76632    0.652615    1017.83
02Z01FEB2015    -7.41185    0.102554    1018.37
03Z01FEB2015    -6.88043    0.256385    1016.38
04Z01FEB2015    -5.71038    0.456831    1014.27
05Z01FEB2015    -5.42603    0.629308    1013.3
06Z01FEB2015    -5.49129    1.35651    1010.4
07Z01FEB2015    -4.64289    3.08128    1004.84
08Z01FEB2015    -4.83402    5.98542    1001.96
09Z01FEB2015    -5.70106    6.13925    1004.18
10Z01FEB2015    -5.59851    6.15789    1008.32
11Z01FEB2015    -5.40738    6.1206    1011.78
12Z01FEB2015    -4.88995    6.50285    1010.88
13Z01FEB2015    -4.89928    6.74991    1006.63
14Z01FEB2015    -5.52858    6.35368    1004.57
15Z01FEB2015    -5.47731    5.85489    1002.62
16Z01FEB2015    -5.26288    5.73369    1000.98
17Z01FEB2015    -4.81071    5.68242    999.764
18Z01FEB2015    -4.31658    4.40515    1001.9
19Z01FEB2015    -3.1512    1.92055    1004.36
20Z01FEB2015    -3.70592    3.77118    1004.87
21Z01FEB2015    -4.26997    3.28638    1006.89
22Z01FEB2015    -3.38894    0.811108    1008.92
23Z01FEB2015    -5.07642    0.316985    1008.57
00Z02FEB2015    -5.01115    0.330969    1008.4
01Z02FEB2015    -4.16275    -0.564046    1007.79
02Z02FEB2015    -5.757    0.0279692    1006.51
03Z02FEB2015    -6.34435    0.0885692    1004.04
04Z02FEB2015    -6.13925    -0.237738    1002.2
05Z02FEB2015    -5.31415    0.550062    999.36
06Z02FEB2015    -4.56831    0.517431    997.856
07Z02FEB2015    -4.11614    1.22132    998.104
08Z02FEB2015    -0.349615    2.424    1000.34
09Z02FEB2015    0.806446    3.02068    1003.23
10Z02FEB2015    1.12809    4.01825    1004.8
11Z02FEB2015    0.755169    4.33523    1006.46
12Z02FEB2015    1.09546    4.50305    1007.99
13Z02FEB2015    1.54297    4.85266    1008.01
14Z02FEB2015    1.23997    5.35145    1007.22
15Z02FEB2015    0.820431    5.23491    1005.18
16Z02FEB2015    0.111877    5.30483    1004.2
17Z02FEB2015    -0.480138    5.0904    1004.38
18Z02FEB2015    -0.5454    4.57763    1004.57
19Z02FEB2015    -1.34718    4.25598    1004.03
20Z02FEB2015    -0.657277    4.34922    1003.1
21Z02FEB2015    -0.769154    5.58452    1002.39
22Z02FEB2015    -1.16072    4.14411    1003.03
23Z02FEB2015    -2.23288    3.41225    1004.19
00Z03FEB2015    -2.47062    3.10458    1004.39
01Z31JAN2015    6.73592    -7.3326    1011.7
02Z31JAN2015    0.2424    -2.67572    1011.19
03Z31JAN2015    -0.559385    -0.522092    1012.69
04Z31JAN2015    -0.4848    -0.936969    1010.47
05Z31JAN2015    4.18606    -1.50102    1016.45
06Z31JAN2015    6.4842    1.55695    1013.3
07Z31JAN2015    5.38874    1.47771    1011.54
08Z31JAN2015    3.94832    3.16518    1013.66
09Z31JAN2015    6.69863    5.08574    1019.68
10Z31JAN2015    7.42583    5.20694    1025.37
11Z31JAN2015    6.24646    5.08108    1028.14
12Z31JAN2015    6.56345    4.87131    1029.47
13Z31JAN2015    5.92015    5.25822    1026.64
14Z31JAN2015    5.47731    6.03669    1024.54
15Z31JAN2015    3.02534    5.68708    1021.09
16Z31JAN2015    1.96717    5.82692    1016.79
17Z31JAN2015    -0.722538    5.67309    1014.32
18Z31JAN2015    -1.46372    5.76632    1008.58
19Z31JAN2015    -4.47974    5.24889    1003.87
20Z31JAN2015    -6.02737    -0.111877    1003.32
21Z31JAN2015    -6.46089    -0.792462    1008.45
22Z31JAN2015    -6.74991    0.177138    1012.83
23Z31JAN2015    -6.64269    -0.442846    1013.21
00Z01FEB2015    -5.00649    0.4242    1013.87
01Z01FEB2015    -5.61249    0.652615    1016.95
02Z01FEB2015    -4.44245    0.685246    1019.52
03Z01FEB2015    -3.95298    0.2424    1022.52
04Z01FEB2015    -4.27929    1.17005    1023.51
05Z01FEB2015    -5.76632    0.918323    1023.28
06Z01FEB2015    -5.45866    1.515    1023.05
07Z01FEB2015    -5.23491    2.57317    1023.8
08Z01FEB2015    -5.44002    3.22578    1024.22
09Z01FEB2015    -6.23714    6.00406    1021.06
10Z01FEB2015    -7.3326    6.52615    1018.63
11Z01FEB2015    -7.1508    6.89442    1016.61
12Z01FEB2015    -7.03892    6.27909    1016.26
13Z01FEB2015    -6.74991    6.09729    1015.12
14Z01FEB2015    -6.25112    6.969    1014.31
15Z01FEB2015    -6.59608    7.21606    1012.06
16Z01FEB2015    -7.06689    6.94569    1009.81
17Z01FEB2015    -7.65425    6.6054    1009.92
18Z01FEB2015    -8.55858    5.74768    1011.29
19Z01FEB2015    -8.07845    4.03689    1013.26
20Z01FEB2015    -7.36523    2.05574    1016.55
21Z01FEB2015    -7.4538    1.75274    1017.92
22Z01FEB2015    -6.64735    2.07905    1017.18
23Z01FEB2015    -7.89198    1.29125    1017.18
00Z02FEB2015    -7.58898    2.22355    1016.5
01Z02FEB2015    -5.93414    1.72477    1014.89
02Z02FEB2015    -7.71485    0.941631    1012.09
03Z02FEB2015    -7.43982    1.25395    1010.34
04Z02FEB2015    -6.57743    1.51034    1007.79
05Z02FEB2015    -7.30929    1.03952    1005.76
06Z02FEB2015    -6.59608    2.4846    1004.62
07Z02FEB2015    -5.23957    3.37962    1002.24
08Z02FEB2015    -3.65465    4.03223    1000.24
09Z02FEB2015    -5.94812    5.91549    1000.79
10Z02FEB2015    -5.96677    6.30706    1002.52
11Z02FEB2015    -5.9388    6.61006    1003.74
12Z02FEB2015    -5.454    6.67066    1003.74
13Z02FEB2015    -4.6662    6.65202    1002.5
14Z02FEB2015    -3.97629    6.04135    1001.25
15Z02FEB2015    -3.94832    6.04602    1001.04
16Z02FEB2015    -3.58938    5.73835    1001.75
17Z02FEB2015    -3.6966    5.32814    1002.08
18Z02FEB2015    -3.78517    5.8782    1003.79
19Z02FEB2015    -4.33523    5.6358    1005.49
20Z02FEB2015    -5.24889    5.06243    1006.99
21Z02FEB2015    -6.73126    4.6056    1006.49
22Z02FEB2015    -6.12992    2.01845    1006.69
23Z02FEB2015    -4.82469    1.27726    1006.03
00Z03FEB2015    -5.97143    0.4848    1004.49
01Z03FEB2015    -5.92482    0.0839077    1003.19
02Z03FEB2015    -6.26045    -0.195785    1000.83
03Z03FEB2015    -6.10662    1.68748    999.074
04Z03FEB2015    -6.45623    0.480138    997.8
05Z03FEB2015    -5.25822    0.755169    997.035
06Z03FEB2015    -4.20471    -0.0559385    997.278
07Z03FEB2015    -3.8784    1.70612    997.781
08Z03FEB2015    0.111877    2.95075    999.124
09Z03FEB2015    0.680585    3.71525    1001.24
10Z03FEB2015    0.139846    4.05554    1003.89
11Z03FEB2015    0.396231    4.28395    1005.89
12Z03FEB2015    0.661938    4.50771    1007.21
13Z03FEB2015    0.7878    4.50305    1008.02
14Z03FEB2015    0.0233077    4.35854    1007.02
15Z03FEB2015    -0.167815    4.63823    1006.17
16Z03FEB2015    -0.205108    4.13478    1004.9
17Z03FEB2015    -0.312323    4.25132    1003.45
18Z03FEB2015    0.452169    4.25132    1002.89
19Z03FEB2015    -0.265708    4.05088    1003.28
20Z03FEB2015    -0.2424    3.50082    1002.65
21Z03FEB2015    -1.65018    1.81334    1002.69
22Z03FEB2015    -0.9696    2.08371    1002.23
23Z03FEB2015    -2.27483    0.708554    1002.07
00Z04FEB2015    -2.52655    1.49169    1002.63
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
            
