tyd    u    v    psl
01Z30JAN2015    1.35185    -2.6058    1011.3
02Z30JAN2015    2.25618    -3.02068    1011.17
03Z30JAN2015    1.95785    -3.24443    1009.7
04Z30JAN2015    2.82955    -3.68262    1010.78
05Z30JAN2015    1.5756    -2.39137    1013.91
06Z30JAN2015    0.624646    -1.52898    1010.78
07Z30JAN2015    0.960277    -2.66174    1011.04
08Z30JAN2015    0.876369    -2.47062    1005.96
09Z30JAN2015    0.624646    -2.09303    1000.96
10Z30JAN2015    2.21423    -3.61269    1010.7
11Z30JAN2015    3.80848    -3.59405    1019.4
12Z30JAN2015    4.29328    -5.68708    1023.5
13Z30JAN2015    3.1512    -1.52432    1023.53
14Z30JAN2015    3.91569    -1.818    1021.16
15Z30JAN2015    4.07418    -0.839077    1011.32
16Z30JAN2015    3.26308    0.862385    1008.09
17Z30JAN2015    1.90191    0.601338    1004.93
18Z30JAN2015    -0.177138    1.30057    997.054
19Z30JAN2015    0.270369    -0.890354    988.122
20Z30JAN2015    -0.200446    -0.755169    994.966
21Z30JAN2015    -0.988246    0.909    1006.11
22Z30JAN2015    -1.55229    0.466154    1012.19
23Z30JAN2015    -0.955615    -0.820431    1010.81
00Z31JAN2015    1.01155    -1.65951    1009.36
01Z31JAN2015    1.08614    -1.65018    1009.73
02Z31JAN2015    0.820431    -2.05108    1015.05
03Z31JAN2015    0.489462    -0.643292    1021.25
04Z31JAN2015    0.372923    -0.554723    1022.43
05Z31JAN2015    0.321646    -0.731862    1018.34
06Z31JAN2015    0.503446    0.144508    1016.24
07Z31JAN2015    0.209769    -0.0652615    1014.66
08Z31JAN2015    -0.205108    -0.153831    1013.55
09Z31JAN2015    1.40778    0.377585    1011.31
10Z31JAN2015    2.32145    1.52432    1010.08
11Z31JAN2015    2.9694    2.20957    1010.17
12Z31JAN2015    3.72457    2.41934    1015.31
13Z31JAN2015    3.25375    1.76672    1018.06
14Z31JAN2015    3.25842    2.25618    1015.41
15Z31JAN2015    3.61735    3.47285    1010.09
16Z31JAN2015    2.52655    3.60337    1008.41
17Z31JAN2015    1.8786    2.8482    1003.97
18Z31JAN2015    2.54054    1.94852    1006.4
19Z31JAN2015    3.18849    1.56162    1012.62
20Z31JAN2015    3.86908    2.00912    1017.76
21Z31JAN2015    3.48683    1.92988    1016.59
22Z31JAN2015    3.30503    1.30523    1015.48
23Z31JAN2015    2.57317    1.14208    1015.74
00Z01FEB2015    0.825092    -0.582692    1016.63
01Z01FEB2015    0.4848    0.0559385    1015.75
02Z01FEB2015    0.643292    -0.107215    1015.95
03Z01FEB2015    0.988246    -0.289015    1013.9
04Z01FEB2015    0.694569    -0.456831    1012.62
05Z01FEB2015    0.494123    0.0139846    1010.99
06Z01FEB2015    0.452169    -0.116538    1008.38
07Z01FEB2015    0.913662    0.470815    1002.75
08Z01FEB2015    0.8484    0.442846    999.739
09Z01FEB2015    1.14208    0.405554    1000.67
10Z01FEB2015    1.44974    1.28658    1004.85
11Z01FEB2015    1.11877    1.41711    1007.96
12Z01FEB2015    2.28415    1.94852    1006.71
13Z01FEB2015    3.11391    1.91123    1002.14
14Z01FEB2015    3.18383    1.64086    1000.74
15Z01FEB2015    3.2118    2.27949    998.807
16Z01FEB2015    3.23045    2.51257    997.035
17Z01FEB2015    2.65242    2.6058    996.718
18Z01FEB2015    0.223754    2.08371    999.441
19Z01FEB2015    2.01378    0.657277    1000
20Z01FEB2015    0.0186462    0.195785    1001.97
21Z01FEB2015    0.601338    -0.0233077    1003.39
22Z01FEB2015    1.26328    -0.526754    1006.27
23Z01FEB2015    1.69214    -0.909    1006.16
00Z02FEB2015    1.03952    -1.66883    1006.36
01Z02FEB2015    -0.107215    0.130523    1006.83
02Z02FEB2015    0.680585    0.107215    1005.6
03Z02FEB2015    0.177138    0.0932308    1003.32
04Z02FEB2015    0.275031    -0.275031    1001.55
05Z02FEB2015    0.4848    -0.261046    998.943
06Z02FEB2015    0.293677    -0.722538    996.979
07Z02FEB2015    0.675923    -1.10478    997.508
08Z02FEB2015    0.862385    -0.647954    1000.14
09Z02FEB2015    1.68282    -0.769154    1002.22
10Z02FEB2015    2.22822    -1.13275    1003.75
11Z02FEB2015    3.33766    -0.330969    1004.2
12Z02FEB2015    3.73389    0.764492    1005.11
13Z02FEB2015    4.47042    1.96717    1005.29
14Z02FEB2015    4.09283    3.12323    1004.16
15Z02FEB2015    4.1208    3.92502    1002.26
16Z02FEB2015    4.40982    4.4238    1001.73
17Z02FEB2015    3.58472    4.06952    1002.11
18Z02FEB2015    1.30057    -0.0932308    1002.33
19Z02FEB2015    0.895015    1.63154    1001.68
20Z02FEB2015    1.40778    1.9998    1001.19
21Z02FEB2015    0.606    -0.368262    1001.37
22Z02FEB2015    0.340292    -0.4242    1002.02
23Z02FEB2015    0.582692    -1.18403    1002.66
00Z03FEB2015    0.219092    -0.694569    1003.34
01Z31JAN2015    0.839077    -2.81557    1014.55
02Z31JAN2015    -0.405554    0.480138    1014.2
03Z31JAN2015    1.46838    0.909    1014.49
04Z31JAN2015    1.97649    -1.65951    1011.45
05Z31JAN2015    0.7272    -0.950954    1017.81
06Z31JAN2015    -0.251723    -0.811108    1014.37
07Z31JAN2015    2.58715    -1.40312    1011.57
08Z31JAN2015    1.02554    -1.65485    1012.86
09Z31JAN2015    1.79469    -0.4848    1018.41
10Z31JAN2015    2.727    0.3636    1024.49
11Z31JAN2015    2.89482    0.125862    1026.81
12Z31JAN2015    4.34455    1.92055    1028.2
13Z31JAN2015    4.41914    1.83665    1024.28
14Z31JAN2015    2.94609    2.87617    1021.79
15Z31JAN2015    3.41691    3.01135    1018.39
16Z31JAN2015    3.23977    4.82469    1013.38
17Z31JAN2015    3.46818    4.34922    1010.99
18Z31JAN2015    2.21889    1.1514    1005.93
19Z31JAN2015    0.992908    0.918323    1000.73
20Z31JAN2015    0.531415    0.00466154    1000.38
21Z31JAN2015    1.35185    0.270369    1005.69
22Z31JAN2015    0.955615    -0.624646    1009.75
23Z31JAN2015    -0.312323    -0.857723    1010.81
00Z01FEB2015    -0.111877    -0.447508    1011.92
01Z01FEB2015    0.6666    -0.135185    1015.45
02Z01FEB2015    0.592015    -0.475477    1018.16
03Z01FEB2015    0.657277    -0.974262    1021.21
04Z01FEB2015    0.475477    -0.564046    1022.01
05Z01FEB2015    0.531415    0.470815    1020.9
06Z01FEB2015    0.722538    0.116538    1020.27
07Z01FEB2015    0.540738    -0.0978923    1021.29
08Z01FEB2015    0.508108    -0.461492    1021.76
09Z01FEB2015    0.0652615    -0.526754    1017.98
10Z01FEB2015    0.904338    0.228415    1015.13
11Z01FEB2015    1.41711    1.05351    1012.73
12Z01FEB2015    0.6666    0.321646    1012.4
13Z01FEB2015    1.86928    -1.23531    1011.19
14Z01FEB2015    2.40535    -1.24929    1010.25
15Z01FEB2015    2.94609    2.95542    1007.41
16Z01FEB2015    2.25618    3.38428    1005.16
17Z01FEB2015    3.4542    3.9996    1004.74
18Z01FEB2015    1.72011    4.47508    1005.72
19Z01FEB2015    -0.559385    -1.48703    1007.7
20Z01FEB2015    0.578031    -1.50102    1011.37
21Z01FEB2015    1.30057    -3.23977    1012.78
22Z01FEB2015    2.80625    -2.49858    1012.64
23Z01FEB2015    1.70612    -1.99514    1012.68
00Z02FEB2015    0.904338    -1.4544    1012.88
01Z02FEB2015    0.4242    -1.35185    1011.52
02Z02FEB2015    1.15606    0.0512769    1009.16
03Z02FEB2015    0.736523    0.233077    1007.84
04Z02FEB2015    0.881031    0    1005.33
05Z02FEB2015    0.825092    0.0652615    1003.47
06Z02FEB2015    0.200446    0.410215    1002.5
07Z02FEB2015    0.289015    -0.00932308    999.869
08Z02FEB2015    1.12343    -0.550062    997.905
09Z02FEB2015    1.38448    -0.904338    998.365
10Z02FEB2015    0.396231    -0.675923    999.54
11Z02FEB2015    2.35408    -0.820431    1000.5
12Z02FEB2015    1.9392    -0.144508    1000.75
13Z02FEB2015    2.96474    1.03486    998.651
